,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
161,RIVER RAISIN NBP,262,"57,464",0.02%,MI,MW,42.18,0.0,0.0,42.18,0.0,0.0,0.0,42.18,35,41.9112005,-83.37672649999998
162,HORSESHOE BEND NMP,263,"55,965",0.02%,AL,SE,2040.0,0.0,0.0,2040.0,0.0,0.0,0.0,2040.0,105,32.97832229999999,-85.73100759999998
163,RAINBOW BRIDGE NM,264,"54,773",0.02%,UT,IM,160.0,0.0,0.0,160.0,0.0,0.0,0.0,160.0,65,37.0774203,-110.964382
164,SARATOGA NHP,265,"54,364",0.02%,NY,NE,2911.13,2.04,0.0,2913.17,68.45,433.15,501.6,3414.77,180,43.01230820000001,-73.6488883
165,NAVAJO NM,266,"54,168",0.02%,AZ,IM,360.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,42,35.900012100000005,-109.0339832
166,CUMBERLAND ISLAND NS,268,"51,435",0.02%,GA,SE,18866.37,1.63,656.92,19524.92,13820.15,3001.76,16821.91,36346.83,38,30.8659411,-81.45052940000001
167,PIPE SPRING NM,269,"51,118",0.02%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
168,ROGER WILLIAMS NMEM,270,"48,677",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
169,CAPULIN VOLCANO NM,271,"48,466",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
170,TUSKEGEE INSTITUTE NHS,272,"47,766",0.02%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
171,FREDERICK DOUGLASS NHS,273,"47,625",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
172,CHARLES PINCKNEY NHS,274,"47,309",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
173,THOMAS EDISON NHP,275,"46,677",0.02%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
174,HOPEWELL FURNACE NHS,276,"46,138",0.02%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
175,ELEANOR ROOSEVELT NHS,277,"43,686",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
176,ANDREW JOHNSON NHS,279,"42,929",0.02%,TN,SE,16.68,0.0,0.0,16.68,0.0,0.0,0.0,16.68,86,36.1627802,-82.8294485
177,AZTEC RUINS NM,280,"41,312",0.02%,NM,IM,266.78,0.0,0.0,266.78,6.78,44.84,51.62,318.4,127,36.837208600000004,-108.00009299999999
178,CHIRICAHUA NM,282,"40,646",0.01%,AZ,IM,11132.38,0.0,850.0,11982.38,0.0,2.35,2.35,11984.73,198,32.0135714,-109.3422953
179,EL MORRO NM,284,"40,051",0.01%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
180,TONTO NM,285,"39,632",0.01%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
181,BIG HOLE NB,287,"38,092",0.01%,MT,PW,655.61,0.0,0.0,655.61,0.0,355.0,355.0,1010.61,151,45.6413441,-113.6434203
182,JOHN MUIR NHS,289,"37,777",0.01%,CA,PW,338.3,0.0,0.0,338.3,3.9,1.94,5.84,344.14,227,37.99216759999999,-122.13097040000001
183,MONOCACY NB,290,"37,647",0.01%,MD,NC,1354.87,195.37,0.0,1550.24,51.82,44.95,96.77,1647.01,179,39.3725838,-77.39898199999998
184,LAKE CHELAN NRA,291,"37,315",0.01%,WA,PW,59339.59,11.83,0.0,59351.42,2209.93,388.13,2598.06,61949.48,80,48.352344,-120.68557709999999
185,ARKANSAS POST NMEM,292,"36,420",0.01%,AR,MW,649.91,0.0,14.0,663.91,0.0,93.6,93.6,757.51,49,34.0210974,-91.34788509999998
186,BLUESTONE NSR,293,"36,266",0.01%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
187,FRIENDSHIP HILL NHS,294,"34,372",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
188,PECOS NHP,298,"32,386",0.01%,NM,IM,6358.16,33.35,0.0,6391.51,19.39,291.86,311.25,6702.76,155,35.549232399999994,-105.68844440000001
189,HAMPTON NHS,299,"32,262",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
190,HOPEWELL CULTURE NHP,300,"32,206",0.01%,OH,MW,1016.54,8.05,0.0,1024.59,0.11,740.56,740.67,1765.26,81,39.376106400000005,-83.00650970000001
191,TUMACACORI NHP,302,"31,433",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
192,WOMEN'S RIGHTS NHP,303,"30,137",0.01%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
193,CHACO CULTURE NHP,304,"29,917",0.01%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
194,HARRY S TRUMAN NHS,305,"28,977",0.01%,MO,MW,12.59,0.0,0.0,12.59,0.0,0.0,0.0,12.59,225,39.093754,-94.4233898
195,BUCK ISLAND REEF NM,306,"28,972",0.01%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
196,CANE RIVER CREOLE NHP,311,"25,556",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
197,HOVENWEEP NM,312,"24,959",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
198,BENT'S OLD FORT NHS,314,"23,324",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
199,WEIR FARM NHS,315,"22,862",0.01%,CT,NE,68.05,0.0,0.0,68.05,0.0,6.15,6.15,74.2,147,41.2565181,-73.45640230000002
200,CLARA BARTON NHS,316,"22,737",0.01%,MD,NC,8.59,0.0,0.0,8.59,0.0,0.0,0.0,8.59,188,38.967247799999996,-77.14078099999998
201,NORTH CASCADES NP,318,"21,623",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
202,RUSSELL CAVE NM,322,"20,456",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
203,HAMILTON GRANGE NMEM,323,"20,429",0.01%,NY,NE,0.11,0.93,0.0,1.04,0.0,0.0,0.0,1.04,228,40.8213537,-73.9473103
204,TUSKEGEE AIRMEN NHS,325,"19,301",0.01%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
205,GRANT-KOHRS RANCH NHS,327,"18,848",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.45,126.92,1618.38,33,46.406069,-112.736682
206,CAPE KRUSENSTERN NM,329,"18,225",0.01%,AK,A,616666.56,10072.84,0.0,626739.4,353.0,22032.13,22385.13,649124.53,20,67.12805560000001,-163.74527780000003
207,SPRINGFIELD ARMORY NHS,331,"17,782",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
208,FOSSIL BUTTE NM,332,"17,662",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
209,KOBUK VALLEY NP,335,"16,875",0.01%,AK,A,1713773.24,5.0,0.0,1713778.24,966.0,35971.92,36937.92,1750716.16,0,67.33561970000001,-159.1243161
210,ISLE ROYALE NP,336,"16,274",0.01%,MI,MW,539281.87,0.0,0.0,539281.87,32508.24,0.0,32508.24,571790.11,148,47.9958654,-88.9092899
211,MARTIN VAN BUREN NHS,337,"16,229",0.01%,NY,NE,44.53,7.64,0.0,52.17,0.24,232.52,232.76,284.93,201,42.36978250000001,-73.70417420000001
212,SAGAMORE HILL NHS,339,"14,639",0.01%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
213,AGATE FOSSIL BEDS NM,346,"10,504",0.00%,NE,MW,2270.33,459.75,0.0,2730.08,24.43,303.36,327.79,3057.87,10,42.425210299999996,-103.7342402
214,FIRST LADIES NHS,347,"10,068",0.00%,OH,MW,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.46,203,40.797618,-81.37534099999998
215,WASHITA BATTLEFIELD NHS,350,"8,434",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
216,SAUGUS IRON WORKS NHS,352,"8,154",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
217,FREDERICK LAW OLMSTED NHS,355,"6,570",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
218,THOMAS STONE NHS,356,"6,013",0.00%,MD,NE,321.97,0.0,0.0,321.97,0.0,6.28,6.28,328.25,130,38.530233,-77.0360161
219,EDGAR ALLAN POE NHS,357,"5,884",0.00%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
220,SAND CREEK MASSACRE NHS,359,"4,795",0.00%,CO,IM,2385.43,0.0,0.0,2385.43,640.0,9557.91,10197.91,12583.34,210,38.5447972,-102.50380009999999
221,NICODEMUS NHS,362,"3,241",0.00%,KS,MW,0.22,0.0,0.0,0.22,0.0,4.37,4.37,4.59,170,39.39323419999999,-99.6147017
222,EUGENE O'NEILL NHS,363,"2,929",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
