,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
62,KINGS CANYON NP,100,"567,544",0.21%,CA,PW,461846.05,0.0,0.0,461846.05,0.0,55.15,55.15,461901.2,212,36.88785479999999,-118.55514769999999
63,LAKE MEREDITH NRA,102,"554,272",0.20%,TX,IM,43964.63,0.0,1013.0,44977.63,0.0,0.0,0.0,44977.63,87,35.6438165,-101.58630579999999
64,MANASSAS NBP,106,"538,888",0.20%,VA,NC,4400.73,21.52,0.0,4422.25,0.0,650.33,650.33,5072.58,15,38.8134115,-77.52216779999998
65,SHILOH NMP,107,"536,206",0.20%,TN-MS,SE,4954.22,0.0,0.0,4954.22,81.82,941.82,1023.64,5977.86,144,35.142936999999996,-88.34084990000001
66,CRATER LAKE NP,110,"523,027",0.19%,OR,PW,183223.77,0.0,0.0,183223.77,0.0,0.28,0.28,183224.05,112,42.868441100000005,-122.16847849999999
67,SAN ANTONIO MISSIONS NHP,111,"521,705",0.19%,TX,IM,401.35,69.68,0.0,471.03,181.74,171.79,353.53,824.56,72,29.361157000000002,-98.478431
68,LOWELL NHP,112,"517,763",0.19%,MA,NE,10.62,21.04,0.0,31.66,4.46,105.17,109.63,141.29,221,42.6472093,-71.30956239999998
69,WIND CAVE NP,113,"516,142",0.19%,SD,MW,33847.08,0.0,0.0,33847.08,0.0,0.0,0.0,33847.08,145,43.6045811,-103.42134329999999
70,PADRE ISLAND NS,114,"515,830",0.19%,TX,IM,130355.46,0.0,0.0,130355.46,78.81,0.0,78.81,130434.27,36,27.4241558,-97.2991836
71,MAMMOTH CAVE NP,116,"494,541",0.18%,KY,SE,52003.24,0.0,0.0,52003.24,814.75,12.2,826.95,52830.19,28,37.18699779999999,-86.100528
72,WHITE SANDS NM,117,"490,544",0.18%,NM,IM,141209.24,0.0,2524.01,143733.25,0.0,0.0,0.0,143733.25,140,32.3823687,-106.49065259999999
73,BISCAYNE NP,118,"486,848",0.18%,FL,SE,170976.68,0.0,26.13,171002.81,1587.05,381.25,1968.3,172971.11,95,25.4824229,-80.20831030000002
74,CEDAR BREAKS NM,119,"466,450",0.17%,UT,IM,6154.6,0.0,0.0,6154.6,0.0,0.0,0.0,6154.6,94,37.6359544,-112.84502479999999
75,CANYONLANDS NP,120,"462,242",0.17%,UT,IM,337269.4,301.03,0.0,337570.43,27.4,0.0,27.4,337597.83,185,38.3268693,-109.87825919999999
76,MESA VERDE NP,121,"460,237",0.17%,CO,IM,52253.29,0.0,0.0,52253.29,41.01,190.87,231.88,52485.17,68,37.2308729,-108.4618335
77,WRIGHT BROTHERS NMEM,122,"447,796",0.16%,NC,SE,421.81,0.0,0.0,421.81,6.63,0.0,6.63,428.44,214,36.017318700000004,-75.6692094
78,VIRGIN ISLANDS NP,125,"438,601",0.16%,VI,SE,13094.29,3.0,0.0,13097.29,133.48,1714.07,1847.55,14944.84,113,18.3424047,-64.74857589999999
79,LASSEN VOLCANIC NP,126,"427,409",0.16%,CA,PW,106448.11,0.0,0.0,106448.11,0.0,4.22,4.22,106452.33,2,40.497659999999996,-121.42065520000001
80,SALEM MARITIME NHS,127,"426,328",0.16%,MA,NE,8.93,0.0,0.0,8.93,0.0,0.09,0.09,9.02,78,42.521316299999995,-70.8866429
81,DEVILS TOWER NM,128,"417,326",0.15%,WY,IM,1346.91,0.0,0.0,1346.91,0.0,0.0,0.0,1346.91,117,44.5902098,-104.7146168
82,CAPE LOOKOUT NS,129,"416,568",0.15%,NC,SE,13915.7,11243.4,14.52,25173.62,3048.16,21.58,3069.74,28243.36,106,34.6227474,-76.52462070000001
83,COLORADO NM,130,"409,351",0.15%,CO,IM,20533.93,0.0,0.0,20533.93,0.0,2.46,2.46,20536.39,93,39.0575219,-108.6938999
84,REDWOOD NP,132,"393,364",0.14%,CA,PW,77601.27,29.36,1.92,77632.55,61101.92,150.99,61252.91,138885.46,8,41.213178799999994,-124.00462749999998
85,MONTEZUMA CASTLE NM,133,"389,091",0.14%,AZ,IM,998.69,0.0,0.0,998.69,0.0,16.83,16.83,1015.52,12,34.6115755,-111.83498540000001
86,CARLSBAD CAVERNS NP,134,"388,566",0.14%,NM,IM,46427.26,0.0,0.0,46427.26,0.0,339.19,339.19,46766.45,73,32.1478553,-104.5567138
87,VANDERBILT MANSION NHS,137,"372,569",0.14%,NY,NE,211.65,0.0,0.0,211.65,0.0,0.0,0.0,211.65,9,41.7963461,-73.9423869
88,ANTIETAM NB,138,"370,832",0.14%,MD,NC,1991.36,751.4,0.0,2742.76,20.98,466.63,487.61,3230.37,231,39.46874520000001,-77.7387923
89,GOVERNORS ISLAND NM,140,"355,553",0.13%,NY,NE,22.27,0.01,0.0,22.28,0.0,0.5,0.5,22.78,27,40.691987899999994,-74.01599499999998
90,SAINT CROIX NSR,141,"342,942",0.13%,MN-WI,MW,20264.13,11188.25,804.44,32256.82,30679.45,4533.47,35212.92,67469.74,175,45.416208700000006,-92.6467858
91,BIG BEND NP,143,"316,953",0.12%,TX,IM,775273.38,0.0,0.0,775273.38,2606.87,23282.96,25889.83,801163.21,102,29.1274869,-103.2425379
92,MORRISTOWN NHP,146,"304,941",0.11%,NJ,NE,1704.74,0.95,0.0,1705.69,0.0,5.03,5.03,1710.72,111,40.7648452,-74.53168070000001
93,NEZ PERCE NHP,147,"297,973",0.11%,MT-ID-OR-WA,PW,1968.18,1885.33,5.12,3858.63,261.2,445.1,706.3,4564.93,139,46.4475305,-116.8227368
94,FIRE ISLAND NS,149,"294,219",0.11%,NY,NE,3090.44,3151.51,0.0,6241.95,12422.73,915.74,13338.47,19580.42,115,40.6553691,-73.10343069999998
95,ADAMS NHP,150,"285,501",0.10%,MA,NE,9.17,0.0,0.0,9.17,4.0,10.65,14.65,23.82,230,42.25235319999999,-71.00398220000001
96,KENAI FJORDS NP,151,"283,502",0.10%,AK,A,603129.86,0.0,0.0,603129.86,19302.0,47551.79,66853.79,669983.65,129,59.69222219999999,-150.6155555
97,DE SOTO NMEM,152,"279,924",0.10%,FL,SE,24.78,0.0,0.0,24.78,0.0,5.22,5.22,30.0,37,27.5222794,-82.6445936
98,DINOSAUR NM,155,"274,361",0.10%,CO-UT,IM,203017.93,2667.61,0.0,205685.54,50.96,4546.81,4597.77,210283.31,59,40.4927109,-108.9416357
99,WAR IN THE PACIFIC NHP,156,"266,267",0.10%,GUAM,PW,957.52,0.0,0.0,957.52,871.67,207.79,1079.46,2036.98,58,13.4737049,144.7090803
100,STONES RIVER NB,159,"258,242",0.09%,TN,SE,647.21,0.0,0.0,647.21,13.07,49.19,62.26,709.47,205,35.8731131,-86.43468999999997
101,HARPERS FERRY NHP,161,"255,714",0.09%,MD-VA-WV,NC,3154.16,53.67,338.97,3546.8,60.32,63.29,123.61,3670.41,107,39.3228225,-77.72920719999998
102,BIGHORN CANYON NRA,165,"241,527",0.09%,MT-WY,IM,47986.04,889.89,19614.94,68490.87,1392.29,50413.06,51805.35,120296.22,61,45.3109005,-107.9359118
103,PINNACLES NP,166,"237,677",0.09%,CA,PW,26553.98,0.31,0.0,26554.29,0.0,51.44,51.44,26605.73,226,36.4905655,-121.18249250000001
104,VOYAGEURS NP,167,"233,390",0.09%,MN,MW,133047.14,0.0,139.03,133186.17,83903.18,1110.8,85013.98,218200.15,125,48.4840955,-92.8270873
105,WHITE HOUSE,168,"231,627",0.08%,DC,NC,18.07,0.0,0.0,18.07,0.0,0.0,0.0,18.07,153,38.8976763,-77.0365298
106,SAN JUAN ISLAND NHP,170,"220,960",0.08%,WA,PW,2119.02,0.0,0.0,2119.02,26.54,0.0,26.54,2145.56,169,48.4550358,-122.97730659999999
107,COWPENS NB,173,"216,239",0.08%,SC,SE,790.9,0.0,0.0,790.9,46.63,4.03,50.66,841.56,74,35.1367361,-81.8181625
108,CHANNEL ISLANDS NP,174,"212,029",0.08%,CA,PW,69425.66,0.0,9592.96,79018.62,124554.15,45988.23,170542.38,249561.0,88,33.996073700000004,-119.7691632
109,LINCOLN HOME NHS,175,"209,405",0.08%,IL,MW,12.03,0.0,0.0,12.03,0.0,0.21,0.21,12.24,92,39.7973533,-89.64492539999998
110,ORGAN PIPE CACTUS NM,176,"206,860",0.08%,AZ,IM,329114.5,24.42,226.37,329365.29,1280.0,43.57,1323.57,330688.86,223,32.087759600000005,-112.90588020000001
111,NEW ORLEANS JAZZ NHP,179,"198,363",0.07%,LA,SE,0.0,0.0,0.0,0.0,5.13,0.0,5.13,5.13,104,29.958455800000003,-90.06078959999998
112,NATCHEZ NHP,180,"191,095",0.07%,MS,SE,85.98,0.0,0.0,85.98,5.02,17.3,22.32,108.3,194,31.559982,-91.405937
113,WUPATKI NM,181,"190,878",0.07%,AZ,IM,35401.73,20.4,0.0,35422.13,0.0,0.0,0.0,35422.13,152,35.5584745,-111.375095
114,PETERSBURG NB,182,"190,086",0.07%,VA,NE,2656.14,0.12,1.17,2657.43,0.0,82.29,82.29,2739.72,118,37.2438545,-77.3568983
115,PISCATAWAY PARK,191,"161,999",0.06%,MD,NC,1772.85,2817.72,0.0,4590.57,0.0,35.8,35.8,4626.37,16,38.690893,-77.070737
116,SITKA NHP,192,"161,157",0.06%,AK,A,61.97,47.92,0.0,109.89,2.83,3.44,6.27,116.16,218,57.0489056,-135.3159583
117,RICHMOND NBP,197,"151,240",0.06%,VA,NE,2545.05,2.56,0.0,2547.61,2.54,4405.41,4407.95,6955.56,219,37.535554,-77.44578100000001
118,FEDERAL HALL NMEM,198,"148,647",0.05%,NY,NE,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.45,216,40.7073993,-74.0102088
119,APOSTLE ISLANDS NL,199,"148,556",0.05%,WI,MW,42160.65,0.0,0.0,42160.65,27211.24,0.0,27211.24,69371.89,213,46.9302046,-90.6333321
120,GREENBELT PARK,202,"142,742",0.05%,MD,NC,1105.79,0.0,0.0,1105.79,58.3,11.33,69.63,1175.42,182,38.983031,-76.90114270000001
121,EL MALPAIS NM,203,"137,904",0.05%,NM,IM,109946.76,0.0,0.0,109946.76,402.37,3964.74,4367.11,114313.87,208,34.9002575,-107.9942365
122,GAULEY RIVER NRA,204,"135,309",0.05%,WV,NE,4421.72,61.18,43.36,4526.26,989.83,6049.05,7038.88,11565.14,24,38.208965500000005,-81.01473
123,HERBERT HOOVER NHS,207,"128,919",0.05%,IA,MW,181.11,0.0,0.0,181.11,4.59,1.1,5.69,186.8,134,41.6689744,-91.3477571
124,BANDELIER NM,209,"126,682",0.05%,NM,IM,32831.44,0.0,0.0,32831.44,0.0,845.23,845.23,33676.67,40,35.7646658,-106.3228338
125,WALNUT CANYON NM,211,"125,267",0.05%,AZ,IM,3251.42,0.0,0.0,3251.42,0.0,277.84,277.84,3529.26,110,35.1717266,-111.50927539999999
126,LINCOLN BOYHOOD NMEM,212,"125,069",0.05%,IN,MW,180.81,0.0,0.0,180.81,10.94,7.9,18.84,199.65,195,38.11391629999999,-86.99694140000001
127,CHAMIZAL NMEM,213,"121,937",0.04%,TX,IM,54.9,0.0,0.0,54.9,0.0,0.0,0.0,54.9,132,31.767143800000003,-106.4542166
128,JOHNSTOWN FLOOD NMEM,214,"121,923",0.04%,PA,NE,167.77,1.24,0.0,169.01,5.55,3.2,8.75,177.76,220,40.328007899999996,-78.92043840000001
129,CONGAREE NP,215,"120,340",0.04%,SC,SE,26020.66,0.0,0.0,26020.66,0.0,255.16,255.16,26275.82,119,33.794800099999996,-80.78209620000001
130,CHRISTIANSTED NHS,217,"118,638",0.04%,VI,SE,26.24,0.0,0.0,26.24,0.91,0.0,0.91,27.15,98,17.7471645,-64.7021636
131,PETROGLYPH NM,219,"115,075",0.04%,NM,IM,2936.37,0.0,0.0,2936.37,4160.95,111.98,4272.93,7209.3,215,35.13678170000001,-106.7405057
132,SCOTTS BLUFF NM,221,"108,127",0.04%,NE,MW,2951.23,0.27,0.0,2951.5,5.95,47.36,53.31,3004.81,121,41.8391527,-103.7115457
133,LAVA BEDS NM,223,"105,395",0.04%,CA,PW,46674.49,0.0,17.93,46692.42,0.0,0.0,0.0,46692.42,196,41.758837,-121.52666409999998
134,KALAUPAPA NHP,224,"101,112",0.04%,HI,PW,22.88,0.0,0.0,22.88,10684.0,72.0,10756.0,10778.88,26,21.1924062,-156.9665093
135,ANDERSONVILLE NHS,226,"98,771",0.04%,GA,SE,499.88,1.0,0.0,500.88,7.89,5.84,13.73,514.61,124,32.2002948,-84.1303207
136,JEWEL CAVE NM,227,"98,259",0.04%,SD,MW,1273.51,0.0,0.0,1273.51,0.0,0.0,0.0,1273.51,34,43.7303594,-103.8290512
137,PEA RIDGE NMP,228,"95,251",0.03%,AR,MW,4278.75,0.0,0.0,4278.75,21.6,0.0,21.6,4300.35,190,36.443765500000005,-94.025807
138,AFRICAN BURIAL GROUND NM,230,"93,234",0.03%,NY,NE,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.35,202,40.7145049,-74.0043973
139,CORONADO NMEM,231,"92,936",0.03%,AZ,IM,4827.19,0.0,1.03,4828.22,0.0,2.0,2.0,4830.22,222,31.3458652,-110.25377549999999
140,GREAT BASIN NP,232,"92,893",0.03%,NV,PW,77180.0,0.0,0.0,77180.0,0.0,0.0,0.0,77180.0,44,38.98333299999999,-114.3
141,DEVILS POSTPILE NM,233,"91,794",0.03%,CA,PW,798.46,0.0,0.0,798.46,0.0,0.0,0.0,798.46,66,37.625106200000005,-119.0849506
142,TIMPANOGOS CAVE NM,234,"91,269",0.03%,UT,IM,250.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,191,40.4405549,-111.7094462
143,GRAND PORTAGE NM,235,"88,598",0.03%,MN,MW,709.97,0.0,0.0,709.97,0.0,0.0,0.0,709.97,31,47.9607126,-89.68658609999999
144,TUZIGOOT NM,236,"85,746",0.03%,AZ,IM,366.42,15.11,0.0,381.53,0.0,430.36,430.36,811.89,109,34.768777899999996,-112.0268895
145,GENERAL GRANT NMEM,237,"83,440",0.03%,NY,NE,0.76,0.0,0.0,0.76,0.0,0.0,0.0,0.76,204,40.8134045,-73.9630671
146,NATURAL BRIDGES NM,239,"82,330",0.03%,UT,IM,7620.49,16.0,0.0,7636.49,0.0,0.0,0.0,7636.49,17,37.604056,-110.0052043
147,CARL SANDBURG HOME NHS,240,"81,710",0.03%,NC,SE,263.52,0.0,0.0,263.52,0.0,0.13,0.13,263.65,142,35.2714108,-82.44724709999998
148,STEAMTOWN NHS,241,"81,174",0.03%,PA,NE,51.29,0.0,0.0,51.29,10.55,0.64,11.19,62.48,4,41.40790579999999,-75.6720114
149,MANZANAR NHS,242,"77,511",0.03%,CA,PW,813.81,0.0,0.0,813.81,0.0,0.0,0.0,813.81,30,36.72722879999999,-118.1527894
150,MINUTEMAN MISSILE NHS,243,"76,261",0.03%,SD,MW,39.22,0.93,0.0,40.15,0.0,3.65,3.65,43.8,43,43.844547,-101.9011854
151,MOORES CREEK NB,246,"72,330",0.03%,NC,SE,85.35,2.4,0.0,87.75,0.0,0.0,0.0,87.75,55,34.457789700000006,-78.109585
152,EFFIGY MOUNDS NM,248,"71,074",0.03%,IA,MW,2526.39,0.0,0.0,2526.39,0.0,0.0,0.0,2526.39,116,43.089214,-91.20064190000001
153,NINETY SIX NHS,250,"69,624",0.03%,SC,SE,1021.94,0.0,0.0,1021.94,0.0,0.0,0.0,1021.94,162,34.146721899999996,-82.0235684
154,JIMMY CARTER NHS,252,"67,455",0.02%,GA,SE,36.81,8.81,1.92,47.54,0.0,24.67,24.67,72.21,60,32.0365107,-84.3925979
155,CASA GRANDE RUINS NM,254,"65,106",0.02%,AZ,IM,472.5,0.0,0.0,472.5,0.0,0.0,0.0,472.5,181,32.995458899999996,-111.53552820000002
156,PIPESTONE NM,255,"64,760",0.02%,MN,MW,281.78,0.0,0.0,281.78,0.0,0.0,0.0,281.78,197,44.01364909999999,-96.3247472
157,EISENHOWER NHS,258,"59,179",0.02%,PA,NE,687.37,3.09,0.0,690.46,0.0,0.0,0.0,690.46,192,39.79391079999999,-77.26331590000001
158,DRY TORTUGAS NP,259,"58,401",0.02%,FL,SE,61481.22,0.0,0.0,61481.22,3220.0,0.0,3220.0,64701.22,76,24.628477,-82.87318739999998
159,FLORISSANT FOSSIL BEDS NM,260,"58,032",0.02%,CO,IM,5992.32,0.0,0.0,5992.32,5.77,0.0,5.77,5998.09,114,38.9136173,-105.28540759999998
160,WHITMAN MISSION NHS,261,"57,686",0.02%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
