,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
26,CAPE HATTERAS NS,39,"1,960,711",0.70%,NC,SE,24470.1,0.0,5880.0,30350.1,0.0,0.55,0.55,30350.65,186,35.2426424,-75.5392755
27,THOMAS JEFFERSON MEM,40,"1,945,696",0.70%,DC,NC,18.36,0.0,0.0,18.36,0.0,0.0,0.0,18.36,161,38.88138060000001,-77.0364536
28,GLACIER NP,41,"1,853,564",0.66%,MT,IM,1012834.31,70.28,0.0,1012904.59,2.51,415.26,417.77,1013322.36,177,48.7596128,-113.7870225
29,LAKE ROOSEVELT NRA,45,"1,523,474",0.55%,WA 1/,PW,331.31,0.0,100059.0,100390.31,0.0,0.0,0.0,100390.31,229,48.1011309,-118.24663899999999
30,AMISTAD NRA,47,"1,436,759",0.52%,TX,IM,57292.44,0.0,0.0,57292.44,0.0,1207.56,1207.56,58500.0,48,29.495577500000003,-100.99526850000001
31,HOT SPRINGS NP,48,"1,396,354",0.50%,AR,MW,4938.46,0.0,0.0,4938.46,345.81,265.48,611.29,5549.75,57,34.521691499999996,-93.0423545
32,JOSHUA TREE NP,49,"1,396,237",0.50%,CA,PW,775244.51,0.0,25.4,775269.91,2572.74,12793.09,15365.83,790635.74,154,33.873415,-115.9009923
33,HAWAII VOLCANOES NP,51,"1,352,123",0.48%,HI 3/,PW,323431.38,0.0,0.0,323431.38,0.0,0.0,0.0,323431.38,52,19.419369699999997,-155.2884969
34,SLEEPING BEAR DUNES NL,52,"1,348,304",0.48%,MI,MW,56715.93,709.95,1.85,57427.73,12067.03,1715.68,13782.71,71210.44,187,44.8734043,-86.0466574
35,VALLEY FORGE NHP,54,"1,303,046",0.47%,PA,NE,3145.73,29.13,0.0,3174.86,218.03,74.81,292.84,3467.7,217,40.1017506,-75.446922
36,BRYCE CANYON NP,55,"1,296,000",0.46%,UT,IM,35832.58,0.0,0.0,35832.58,0.0,2.5,2.5,35835.08,1,37.593037700000004,-112.1870895
37,SAN JUAN NHS,57,"1,229,590",0.44%,PR,SE,53.2,0.0,0.0,53.2,21.93,0.0,21.93,75.13,193,18.4686841,-66.1207495
38,CHICKASAW NRA,58,"1,212,139",0.43%,OK,IM,9695.79,9.2,189.14,9894.13,4.5,0.0,4.5,9898.63,90,34.461543299999995,-97.0064043
39,SHENANDOAH NP,59,"1,209,883",0.43%,VA,NE,197442.12,798.47,0.0,198240.59,72.11,787.01,859.12,199099.71,135,38.29275579999999,-78.67958359999999
40,GETTYSBURG NMP,63,"1,124,659",0.40%,PA,NE,4389.32,605.65,0.01,4994.98,43.21,950.94,994.15,5989.13,25,39.813249400000004,-77.23373199999999
41,ARCHES NP,65,"1,040,758",0.37%,UT,IM,76545.95,0.0,0.0,76545.95,133.03,0.0,133.03,76678.98,159,38.733081,-109.5925139
42,SEQUOIA NP,69,"1,006,583",0.36%,CA,PW,403892.03,15.36,0.0,403907.39,0.0,155.24,155.24,404062.63,77,36.48636679999999,-118.56575159999998
43,CANAVERAL NS,70,"1,005,001",0.36%,FL,SE,17735.69,0.0,39912.0,57647.69,0.0,14.0,14.0,57661.69,164,28.789536,-80.75637540000001
44,MINUTE MAN NHP,71,"1,002,833",0.36%,MA,NE,783.24,7.47,6.78,797.49,125.53,103.79,229.32,1026.81,103,42.457997799999994,-71.32152049999998
45,HALEAKALA NP,72,"956,989",0.34%,HI,PW,33264.47,0.0,0.0,33264.47,0.15,0.0,0.15,33264.62,89,20.7096921,-156.25351469999998
46,DEATH VALLEY NP,73,"946,867",0.34%,CA-NV,PW,3323890.39,0.0,80.0,3323970.39,38863.53,10228.82,49092.35,3373062.74,126,36.5053891,-117.0794078
47,EVERGLADES NP,75,"934,351",0.33%,FL 8/,SE,1400253.48,0.0,0.0,1400253.48,0.0,285.82,285.82,1400539.3,83,25.2866155,-80.89865089999998
48,CURECANTI NRA,76,"924,468",0.33%,CO 1/,IM,1122.3,1.38,41971.04,43094.72,0.0,0.0,0.0,43094.72,51,38.465746100000004,-107.1666799
49,MUIR WOODS NM,78,"897,131",0.32%,CA,PW,522.98,0.0,0.0,522.98,30.57,0.0,30.57,553.55,120,37.8970199,-122.58111770000001
50,BADLANDS NP,79,"870,741",0.31%,SD,MW,110658.24,122324.0,0.0,232982.24,39.24,9734.46,9773.7,242755.94,133,43.8553804,-102.3396912
51,CUMBERLAND GAP NHP,81,"828,947",0.30%,KY-TN-VA,SE,24344.95,185.61,0.0,24530.56,10.06,6.21,16.27,24546.83,62,36.6039715,-83.67296999999999
52,CANYON DE CHELLY NM,82,"828,145",0.30%,AZ,IM,0.0,0.0,0.0,0.0,0.0,83840.0,83840.0,83840.0,173,36.1336111,-109.46944440000001
53,CABRILLO NM,83,"813,351",0.29%,CA,PW,159.94,0.0,0.0,159.94,0.0,0.0,0.0,159.94,209,32.673542600000005,-117.24251909999998
54,VICKSBURG NMP,84,"796,035",0.29%,MS-LA,SE,1747.68,2.55,0.0,1750.23,4.84,50.61,55.45,1805.68,22,32.3548532,-90.8452588
55,CASTILLO DE SAN MARCOS NM,88,"741,042",0.27%,FL,SE,19.31,0.0,0.0,19.31,0.06,0.01,0.07,19.38,166,29.89786179999999,-81.31151870000002
56,SALEM MARITIME NHS,89,"737,073",0.26%,MA,NE,8.93,0.0,0.0,8.93,0.0,0.09,0.09,9.02,78,42.521316299999995,-70.8866429
57,LAKE MEREDITH NRA,90,"734,030",0.26%,TX,IM,43964.63,0.0,1013.0,44977.63,0.0,0.0,0.0,44977.63,87,35.6438165,-101.58630579999999
58,ROSS LAKE NRA,91,"728,353",0.26%,WA,PW,115959.59,0.0,0.0,115959.59,1609.37,5.63,1615.0,117574.59,13,48.69987329999999,-121.01983659999999
59,CAPITOL REEF NP,93,"668,834",0.24%,UT,IM,241234.29,0.0,0.0,241234.29,669.97,0.0,669.97,241904.26,85,38.3669703,-111.26150420000002
60,MANASSAS NBP,95,"659,740",0.24%,VA,NC,4400.58,22.33,0.0,4422.91,0.0,650.33,650.33,5073.24,15,38.8134115,-77.52216779999998
61,FORD'S THEATRE NHS,96,"642,786",0.23%,DC,NC,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,54,38.89667,-77.0256687
62,PETRIFIED FOREST NP,98,"614,054",0.22%,AZ,IM,109041.99,0.0,0.0,109041.99,36145.87,76363.67,112509.54,221551.53,18,34.909989700000004,-109.8067916
63,SAGUARO NP,99,"610,045",0.22%,AZ,IM,87512.43,13.64,0.0,87526.07,2998.71,917.64,3916.35,91442.42,7,32.2967359,-111.166615
64,MONTEZUMA CASTLE NM,103,"573,731",0.21%,AZ,IM,842.44,0.0,0.0,842.44,0.0,16.83,16.83,859.27,12,34.6115755,-111.83498540000001
65,MESA VERDE NP,104,"572,329",0.21%,CO,IM,52253.29,0.0,0.0,52253.29,41.01,190.87,231.88,52485.17,68,37.2308729,-108.4618335
66,WHITE HOUSE,106,"570,057",0.20%,DC,NC,18.07,0.0,0.0,18.07,0.0,0.0,0.0,18.07,153,38.8976763,-77.0365298
67,SAN ANTONIO MISSIONS NHP,107,"568,021",0.20%,TX,IM,390.77,69.68,0.0,460.45,179.09,186.38,365.47,825.92,72,29.361157000000002,-98.478431
68,KINGS CANYON NP,108,"566,810",0.20%,CA,PW,461846.05,0.0,0.0,461846.05,0.0,55.15,55.15,461901.2,212,36.88785479999999,-118.55514769999999
69,PICTURED ROCKS NL,110,"561,104",0.20%,MI,MW,35667.56,21.3,40.0,35728.86,13939.75,23567.22,37506.97,73235.83,14,46.56143839999999,-86.3213064
70,PADRE ISLAND NS,111,"542,873",0.19%,TX,IM,130355.46,0.0,0.0,130355.46,78.81,0.0,78.81,130434.27,36,27.4241558,-97.2991836
71,WIND CAVE NP,112,"538,394",0.19%,SD,MW,33847.08,0.0,0.0,33847.08,0.0,0.0,0.0,33847.08,145,43.6045811,-103.42134329999999
72,LOWELL NHP,114,"520,452",0.19%,MA,NE,10.62,21.04,0.0,31.66,4.46,105.17,109.63,141.29,221,42.6472093,-71.30956239999998
73,FIRE ISLAND NS,115,"519,173",0.19%,NY,NE,3090.44,3151.51,0.0,6241.95,12422.73,915.61,13338.34,19580.29,115,40.6553691,-73.10343069999998
74,CAPE LOOKOUT NS,116,"508,116",0.18%,NC,SE,13915.7,11243.4,14.52,25173.62,3048.16,21.58,3069.74,28243.36,106,34.6227474,-76.52462070000001
75,CEDAR BREAKS NM,117,"493,147",0.18%,UT,IM,6154.6,0.0,0.0,6154.6,0.0,0.0,0.0,6154.6,94,37.6359544,-112.84502479999999
76,MAMMOTH CAVE NP,118,"483,319",0.17%,KY,SE,52003.24,0.0,0.0,52003.24,814.75,12.2,826.95,52830.19,28,37.18699779999999,-86.100528
77,WAR IN THE PACIFIC NHP,119,"482,391",0.17%,GUAM,PW,957.52,0.0,0.0,957.52,871.67,207.79,1079.46,2036.98,58,13.4737049,144.7090803
78,BISCAYNE NP,120,"476,077",0.17%,FL,SE,170976.68,0.0,26.13,171002.81,1587.05,381.25,1968.3,172971.11,95,25.4824229,-80.20831030000002
79,CANYONLANDS NP,121,"473,773",0.17%,UT,IM,337269.4,301.03,0.0,337570.43,27.4,0.0,27.4,337597.83,185,38.3268693,-109.87825919999999
80,WRIGHT BROTHERS NMEM,122,"445,455",0.16%,NC,SE,421.81,0.0,0.0,421.81,6.63,0.0,6.63,428.44,214,36.017318700000004,-75.6692094
81,VIRGIN ISLANDS NP,123,"442,414",0.16%,VI,SE,12809.3,3.0,0.0,12812.3,134.07,1790.32,1924.39,14736.69,113,18.3424047,-64.74857589999999
82,COLORADO NM,124,"435,460",0.16%,CO,IM,20533.93,0.0,0.0,20533.93,0.0,0.0,0.0,20533.93,93,39.0575219,-108.6938999
83,WASHINGTON MONUMENT,126,"430,153",0.15%,DC,NC,101.01,0.0,5.0,106.01,0.0,0.0,0.0,106.01,82,38.8894838,-77.0352791
84,WHITE SANDS NM,127,"428,924",0.15%,NM,IM,141209.24,0.0,2524.01,143733.25,0.0,0.0,0.0,143733.25,140,32.3823687,-106.49065259999999
85,CRATER LAKE NP,130,"423,551",0.15%,OR,PW,183223.77,0.0,0.0,183223.77,0.0,0.28,0.28,183224.05,112,42.868441100000005,-122.16847849999999
86,GOVERNORS ISLAND NM,135,"402,174",0.14%,NY,NE,22.27,0.01,0.0,22.28,0.0,0.5,0.5,22.78,27,40.691987899999994,-74.01599499999998
87,DEVILS TOWER NM,136,"395,203",0.14%,WY,IM,1346.91,0.0,0.0,1346.91,0.0,0.0,0.0,1346.91,117,44.5902098,-104.7146168
88,SHILOH NMP,138,"387,816",0.14%,TN-MS,SE,4447.03,0.0,0.0,4447.03,81.82,1436.73,1518.55,5965.58,144,35.142936999999996,-88.34084990000001
89,ANTIETAM NB,139,"384,987",0.14%,MD,NC,1991.36,751.4,0.0,2742.76,20.98,466.63,487.61,3230.37,231,39.46874520000001,-77.7387923
90,REDWOOD NP,140,"380,167",0.14%,CA,PW,77469.77,29.36,319.59,77818.72,34648.31,151.22,34799.53,112618.25,8,41.213178799999994,-124.00462749999998
91,VANDERBILT MANSION NHS,143,"367,680",0.13%,NY,NE,211.65,0.0,0.0,211.65,0.0,0.0,0.0,211.65,9,41.7963461,-73.9423869
92,CARLSBAD CAVERNS NP,144,"365,000",0.13%,NM,IM,46427.26,0.0,0.0,46427.26,0.0,339.19,339.19,46766.45,73,32.1478553,-104.5567138
93,BIG BEND NP,145,"361,862",0.13%,TX,IM,775273.38,0.0,0.0,775273.38,2606.87,23282.96,25889.83,801163.21,102,29.1274869,-103.2425379
94,DE SOTO NMEM,146,"355,653",0.13%,FL,SE,24.78,0.0,0.0,24.78,0.0,5.22,5.22,30.0,37,27.5222794,-82.6445936
95,LASSEN VOLCANIC NP,147,"351,269",0.13%,CA,PW,106448.11,0.0,0.0,106448.11,0.0,4.22,4.22,106452.33,2,40.497659999999996,-121.42065520000001
96,KENAI FJORDS NP,148,"346,852",0.12%,AK,A,601335.86,0.0,0.0,601335.86,19302.0,49345.79,68647.79,669983.65,129,59.69222219999999,-150.6155555
97,LINCOLN HOME NHS,152,"296,214",0.11%,IL,MW,12.03,0.0,0.0,12.03,0.0,0.21,0.21,12.24,92,39.7973533,-89.64492539999998
98,NEZ PERCE NHP,154,"286,259",0.10%,MT-ID-OR-WA,PW,1968.18,1845.33,5.12,3818.63,261.2,480.67,741.87,4560.5,139,46.4475305,-116.8227368
99,PISCATAWAY PARK,157,"279,060",0.10%,MD,NC,1772.85,2817.72,0.0,4590.57,0.0,35.8,35.8,4626.37,16,38.690893,-77.070737
100,SAINT CROIX NSR,159,"273,729",0.10%,MN-WI,MW,20264.13,11188.25,804.44,32256.82,30679.45,4533.47,35212.92,67469.74,175,45.416208700000006,-92.6467858
101,SAN JUAN ISLAND NHP,162,"266,717",0.10%,WA,PW,2045.45,0.0,0.0,2045.45,26.54,0.0,26.54,2071.99,169,48.4550358,-122.97730659999999
102,HARPERS FERRY NHP,167,"255,348",0.09%,MD-VA-WV,NC,3150.73,53.67,267.46,3471.86,60.32,128.55,188.87,3660.73,107,39.3228225,-77.72920719999998
103,CHANNEL ISLANDS NP,168,"242,756",0.09%,CA,PW,69425.66,0.0,9592.96,79018.62,124554.15,45988.23,170542.38,249561.0,88,33.996073700000004,-119.7691632
104,COWPENS NB,172,"223,923",0.08%,SC,SE,790.9,0.0,0.0,790.9,46.63,4.03,50.66,841.56,74,35.1367361,-81.8181625
105,MORRISTOWN NHP,173,"222,395",0.08%,NJ,NE,1704.74,0.95,0.0,1705.69,0.0,5.03,5.03,1710.72,111,40.7648452,-74.53168070000001
106,ADAMS NHP,174,"219,975",0.08%,MA,NE,9.17,0.0,0.0,9.17,4.0,10.65,14.65,23.82,230,42.25235319999999,-71.00398220000001
107,WUPATKI NM,175,"216,165",0.08%,AZ,IM,35401.73,20.4,0.0,35422.13,0.0,0.0,0.0,35422.13,152,35.5584745,-111.375095
108,DINOSAUR NM,176,"213,559",0.08%,CO-UT,IM,203031.38,2654.16,0.0,205685.54,50.96,4546.81,4597.77,210283.31,59,40.4927109,-108.9416357
109,PETERSBURG NB,177,"213,261",0.08%,VA,NE,2656.14,0.12,1.17,2657.43,0.0,82.29,82.29,2739.72,118,37.2438545,-77.3568983
110,ORGAN PIPE CACTUS NM,179,"211,405",0.08%,AZ,IM,329114.5,24.42,226.37,329365.29,1280.0,43.57,1323.57,330688.86,223,32.087759600000005,-112.90588020000001
111,NATCHEZ NHP,180,"206,624",0.07%,MS,SE,85.5,0.0,0.0,85.5,5.42,17.3,22.72,108.22,194,31.559982,-91.405937
112,BIGHORN CANYON NRA,181,"201,010",0.07%,MT-WY,IM,47986.04,889.89,19614.94,68490.87,1392.29,50413.06,51805.35,120296.22,61,45.3109005,-107.9359118
113,BANDELIER NM,183,"193,914",0.07%,NM,IM,32831.44,0.0,0.0,32831.44,0.0,845.23,845.23,33676.67,40,35.7646658,-106.3228338
114,GREENBELT PARK,187,"190,427",0.07%,MD,NC,1105.79,0.0,0.0,1105.79,58.3,11.33,69.63,1175.42,182,38.983031,-76.90114270000001
115,STONES RIVER NB,188,"187,208",0.07%,TN,SE,647.21,0.0,0.0,647.21,13.07,49.19,62.26,709.47,205,35.8731131,-86.43468999999997
116,FEDERAL HALL NMEM,189,"187,109",0.07%,NY,NE,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.45,216,40.7073993,-74.0102088
117,SITKA NHP,190,"186,864",0.07%,AK,A,61.97,49.53,0.0,111.5,0.57,0.06,0.63,112.13,218,57.0489056,-135.3159583
118,VOYAGEURS NP,193,"177,184",0.06%,MN,MW,133047.14,0.0,139.03,133186.17,83903.18,1110.8,85013.98,218200.15,125,48.4840955,-92.8270873
119,APOSTLE ISLANDS NL,194,"176,040",0.06%,WI,MW,42160.65,0.0,0.0,42160.65,27211.24,0.0,27211.24,69371.89,213,46.9302046,-90.6333321
120,CORONADO NMEM,198,"153,042",0.05%,AZ,IM,4827.19,0.0,1.03,4828.22,0.0,2.0,2.0,4830.22,222,31.3458652,-110.25377549999999
121,RICHMOND NBP,202,"139,376",0.05%,VA,NE,2228.55,2.56,0.0,2231.11,2.48,4897.04,4899.52,7130.63,219,37.535554,-77.44578100000001
122,HERBERT HOOVER NHS,205,"134,249",0.05%,IA,MW,181.11,0.0,0.0,181.11,4.59,1.1,5.69,186.8,134,41.6689744,-91.3477571
123,NEW ORLEANS JAZZ NHP,208,"130,393",0.05%,LA,SE,0.0,0.0,0.0,0.0,5.13,0.0,5.13,5.13,104,29.958455800000003,-90.06078959999998
124,SCOTTS BLUFF NM,209,"128,811",0.05%,NE,MW,2951.23,0.27,0.0,2951.5,5.95,47.36,53.31,3004.81,121,41.8391527,-103.7115457
125,WALNUT CANYON NM,211,"125,003",0.04%,AZ,IM,3251.42,0.0,0.0,3251.42,0.0,277.84,277.84,3529.26,110,35.1717266,-111.50927539999999
126,LAVA BEDS NM,212,"124,113",0.04%,CA,PW,46674.49,0.0,17.93,46692.42,0.0,0.0,0.0,46692.42,196,41.758837,-121.52666409999998
127,CONGAREE NP,214,"120,166",0.04%,SC,SE,26020.66,0.0,0.0,26020.66,0.0,525.55,525.55,26546.21,119,33.794800099999996,-80.78209620000001
128,CHRISTIANSTED NHS,215,"119,335",0.04%,VI,SE,26.24,0.0,0.0,26.24,0.91,0.0,0.91,27.15,98,17.7471645,-64.7021636
129,PETROGLYPH NM,217,"114,428",0.04%,NM,IM,2933.9,0.0,190.89,3124.79,2927.97,1479.76,4407.73,7532.52,215,35.13678170000001,-106.7405057
130,PEA RIDGE NMP,218,"114,234",0.04%,AR,MW,4278.75,0.0,0.0,4278.75,21.6,0.0,21.6,4300.35,190,36.443765500000005,-94.025807
131,CHAMIZAL NMEM,219,"113,817",0.04%,TX,IM,54.9,0.0,0.0,54.9,0.0,0.0,0.0,54.9,132,31.767143800000003,-106.4542166
132,STEAMTOWN NHS,220,"111,725",0.04%,PA,NE,51.29,0.0,0.0,51.29,10.55,0.64,11.19,62.48,4,41.40790579999999,-75.6720114
133,GAULEY RIVER NRA,221,"109,780",0.04%,WV,NE,4421.72,61.18,43.36,4526.26,989.83,6043.56,7033.39,11559.65,24,38.208965500000005,-81.01473
134,ANDERSONVILLE NHS,222,"108,812",0.04%,GA,SE,499.88,1.0,0.0,500.88,7.89,5.84,13.73,514.61,124,32.2002948,-84.1303207
135,AFRICAN BURIAL GROUND NM,223,"108,585",0.04%,NY,NE,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.35,202,40.7145049,-74.0043973
136,LINCOLN BOYHOOD NMEM,224,"108,420",0.04%,IN,MW,180.81,0.0,0.0,180.81,10.94,7.9,18.84,199.65,195,38.11391629999999,-86.99694140000001
137,JOHNSTOWN FLOOD NMEM,225,"105,906",0.04%,PA,NE,166.12,1.24,0.0,167.36,5.55,5.2,10.75,178.11,220,40.328007899999996,-78.92043840000001
138,EL MALPAIS NM,226,"105,356",0.04%,NM,IM,109946.76,0.0,0.0,109946.76,402.37,3927.82,4330.19,114276.95,208,34.9002575,-107.9942365
139,GENERAL GRANT NMEM,227,"104,769",0.04%,NY,NE,0.76,0.0,0.0,0.76,0.0,0.0,0.0,0.76,204,40.8134045,-73.9630671
140,TUZIGOOT NM,229,"101,104",0.04%,AZ,IM,366.42,15.11,0.0,381.53,0.0,430.36,430.36,811.89,109,34.768777899999996,-112.0268895
141,GRAND PORTAGE NM,232,"97,440",0.03%,MN,MW,709.97,0.0,0.0,709.97,0.0,0.0,0.0,709.97,31,47.9607126,-89.68658609999999
142,DEVILS POSTPILE NM,233,"97,207",0.03%,CA,PW,798.46,0.0,0.0,798.46,0.0,0.0,0.0,798.46,66,37.625106200000005,-119.0849506
143,TIMPANOGOS CAVE NM,234,"96,965",0.03%,UT,IM,250.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,191,40.4405549,-111.7094462
144,RAINBOW BRIDGE NM,237,"92,311",0.03%,UT,IM,160.0,0.0,0.0,160.0,0.0,0.0,0.0,160.0,65,37.0774203,-110.964382
145,GREAT BASIN NP,238,"91,451",0.03%,NV,PW,77180.0,0.0,0.0,77180.0,0.0,0.0,0.0,77180.0,44,38.98333299999999,-114.3
146,NATURAL BRIDGES NM,239,"91,184",0.03%,UT,IM,7620.49,16.0,0.0,7636.49,0.0,0.0,0.0,7636.49,17,37.604056,-110.0052043
147,CARL SANDBURG HOME NHS,240,"89,721",0.03%,NC,SE,263.52,0.0,0.0,263.52,0.0,0.13,0.13,263.65,142,35.2714108,-82.44724709999998
148,NAVAJO NM,242,"87,388",0.03%,AZ,IM,360.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,42,35.900012100000005,-109.0339832
149,EFFIGY MOUNDS NM,244,"82,581",0.03%,IA,MW,2526.39,0.0,0.0,2526.39,0.0,0.0,0.0,2526.39,116,43.089214,-91.20064190000001
150,MANZANAR NHS,245,"79,587",0.03%,CA,PW,813.81,0.0,0.0,813.81,0.0,0.0,0.0,813.81,30,36.72722879999999,-118.1527894
151,JEWEL CAVE NM,246,"77,146",0.03%,SD,MW,1273.51,0.0,0.0,1273.51,0.0,0.0,0.0,1273.51,34,43.7303594,-103.8290512
152,DRY TORTUGAS NP,248,"75,171",0.03%,FL,SE,61481.22,0.0,0.0,61481.22,3220.0,0.0,3220.0,64701.22,76,24.628477,-82.87318739999998
153,CUMBERLAND ISLAND NS,249,"74,279",0.03%,GA,SE,18866.37,1.63,656.92,19524.92,13820.15,3001.76,16821.91,36346.83,38,30.8659411,-81.45052940000001
154,CASA GRANDE RUINS NM,250,"72,308",0.03%,AZ,IM,472.5,0.0,0.0,472.5,0.0,0.0,0.0,472.5,181,32.995458899999996,-111.53552820000002
155,NINETY SIX NHS,251,"70,099",0.03%,SC,SE,1021.94,0.0,0.0,1021.94,0.0,0.0,0.0,1021.94,162,34.146721899999996,-82.0235684
156,JIMMY CARTER NHS,254,"66,157",0.02%,GA,SE,36.81,8.81,1.92,47.54,0.0,24.67,24.67,72.21,60,32.0365107,-84.3925979
157,HORSESHOE BEND NMP,256,"65,892",0.02%,AL,SE,2040.0,0.0,0.0,2040.0,0.0,0.0,0.0,2040.0,105,32.97832229999999,-85.73100759999998
158,SARATOGA NHP,259,"65,043",0.02%,NY,NE,2884.55,2.04,0.0,2886.59,93.35,414.26,507.61,3394.2,180,43.01230820000001,-73.6488883
159,PIPESTONE NM,261,"61,908",0.02%,MN,MW,281.78,0.0,0.0,281.78,0.0,0.0,0.0,281.78,197,44.01364909999999,-96.3247472
160,FLORISSANT FOSSIL BEDS NM,262,"61,289",0.02%,CO,IM,5992.32,0.0,0.0,5992.32,5.77,0.0,5.77,5998.09,114,38.9136173,-105.28540759999998
