,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
161,MINUTEMAN MISSILE NHS,263,"59,389",0.02%,SD,MW,10.57,0.78,0.0,11.35,0.0,3.65,3.65,15.0,43,43.844547,-101.9011854
162,MOORES CREEK NB,264,"58,118",0.02%,NC,SE,85.35,2.4,0.0,87.75,0.0,0.0,0.0,87.75,55,34.457789700000006,-78.109585
163,EISENHOWER NHS,265,"58,022",0.02%,PA,NE,687.37,3.09,0.0,690.46,0.0,0.0,0.0,690.46,192,39.79391079999999,-77.26331590000001
164,KALAUPAPA NHP,266,"57,841",0.02%,HI,PW,22.88,0.0,0.0,22.88,10684.0,72.0,10756.0,10778.88,26,21.1924062,-156.9665093
165,WHITMAN MISSION NHS,267,"57,611",0.02%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
166,PIPE SPRING NM,268,"57,360",0.02%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
167,THOMAS EDISON NHP,269,"55,284",0.02%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
168,TONTO NM,270,"53,426",0.02%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
169,SAGAMORE HILL NHS,271,"53,336",0.02%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
170,ANDREW JOHNSON NHS,273,"52,322",0.02%,TN,SE,16.68,0.0,0.0,16.68,0.0,0.0,0.0,16.68,86,36.1627802,-82.8294485
171,ROGER WILLIAMS NMEM,274,"50,909",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
172,ELEANOR ROOSEVELT NHS,275,"50,074",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
173,EL MORRO NM,277,"48,332",0.02%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
174,FREDERICK DOUGLASS NHS,278,"46,694",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
175,CAPULIN VOLCANO NM,280,"46,358",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
176,CHARLES PINCKNEY NHS,281,"45,254",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
177,HOPEWELL FURNACE NHS,282,"44,873",0.02%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
178,PECOS NHP,284,"43,873",0.02%,NM,IM,6358.16,33.35,0.0,6391.51,19.39,291.86,311.25,6702.76,155,35.549232399999994,-105.68844440000001
179,LAKE CHELAN NRA,285,"43,827",0.02%,WA,PW,59333.21,11.83,0.0,59345.04,2209.93,394.51,2604.44,61949.48,80,48.352344,-120.68557709999999
180,BLUESTONE NSR,286,"41,670",0.01%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
181,AZTEC RUINS NM,287,"41,106",0.01%,NM,IM,266.78,0.0,0.0,266.78,6.78,44.84,51.62,318.4,127,36.837208600000004,-108.00009299999999
182,CHACO CULTURE NHP,288,"39,175",0.01%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
183,ARKANSAS POST NMEM,289,"37,127",0.01%,AR,MW,649.91,0.0,14.0,663.91,0.0,93.6,93.6,757.51,49,34.0210974,-91.34788509999998
184,CHIRICAHUA NM,290,"37,037",0.01%,AZ,IM,11132.38,0.0,850.0,11982.38,0.0,2.35,2.35,11984.73,198,32.0135714,-109.3422953
185,MONOCACY NB,291,"36,674",0.01%,MD,NC,1354.87,195.37,0.0,1550.24,51.82,44.95,96.77,1647.01,179,39.3725838,-77.39898199999998
186,BIG HOLE NB,292,"36,290",0.01%,MT,PW,655.61,0.0,0.0,655.61,0.0,355.0,355.0,1010.61,151,45.6413441,-113.6434203
187,RIVER RAISIN NBP,293,"36,206",0.01%,MI,MW,42.18,0.0,0.0,42.18,0.0,0.0,0.0,42.18,35,41.9112005,-83.37672649999998
188,HOPEWELL CULTURE NHP,296,"33,834",0.01%,OH,MW,947.17,8.05,0.0,955.22,0.11,215.08,215.19,1170.41,81,39.376106400000005,-83.00650970000001
189,TUMACACORI NHP,297,"33,740",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
190,HAMPTON NHS,299,"32,165",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
191,JOHN MUIR NHS,301,"31,236",0.01%,CA,PW,338.3,0.0,0.0,338.3,3.9,1.94,5.84,344.14,227,37.99216759999999,-122.13097040000001
192,FRIENDSHIP HILL NHS,303,"30,039",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
193,HARRY S TRUMAN NHS,306,"28,924",0.01%,MO,MW,10.49,0.0,0.0,10.49,0.0,0.0,0.0,10.49,225,39.093754,-94.4233898
194,BUCK ISLAND REEF NM,307,"28,223",0.01%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
195,CANE RIVER CREOLE NHP,308,"26,996",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
196,BENT'S OLD FORT NHS,309,"26,842",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
197,HOVENWEEP NM,312,"25,858",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
198,WOMEN'S RIGHTS NHP,313,"25,426",0.01%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
199,TUSKEGEE INSTITUTE NHS,317,"23,288",0.01%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
200,RUSSELL CAVE NM,321,"20,717",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
201,GRANT-KOHRS RANCH NHS,322,"20,293",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.45,126.92,1618.38,33,46.406069,-112.736682
202,MARTIN VAN BUREN NHS,323,"19,287",0.01%,NY,NE,44.53,7.64,0.0,52.17,0.24,232.52,232.76,284.93,201,42.36978250000001,-73.70417420000001
203,NORTH CASCADES NP,324,"19,208",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
204,FOSSIL BUTTE NM,330,"16,552",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
205,TUSKEGEE AIRMEN NHS,331,"16,244",0.01%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
206,SPRINGFIELD ARMORY NHS,332,"16,161",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
207,ISLE ROYALE NP,334,"15,892",0.01%,MI,MW,539281.87,0.0,0.0,539281.87,32508.24,0.0,32508.24,571790.11,148,47.9958654,-88.9092899
208,CLARA BARTON NHS,335,"15,620",0.01%,MD,NC,8.59,0.0,0.0,8.59,0.0,0.0,0.0,8.59,188,38.967247799999996,-77.14078099999998
209,EDGAR ALLAN POE NHS,337,"14,711",0.01%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
210,AGATE FOSSIL BEDS NM,341,"11,617",0.00%,NE,MW,2270.33,469.84,0.0,2740.17,24.43,293.27,317.7,3057.87,10,42.425210299999996,-103.7342402
211,KOBUK VALLEY NP,342,"11,485",0.00%,AK,A,1713653.28,5.0,0.0,1713658.28,966.0,36091.88,37057.88,1750716.16,0,67.33561970000001,-159.1243161
212,SAUGUS IRON WORKS NHS,343,"11,121",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
213,WASHITA BATTLEFIELD NHS,344,"10,995",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
214,CAPE KRUSENSTERN NM,349,"8,668",0.00%,AK,A,616636.34,10133.54,0.0,626769.88,438.0,21874.32,22312.32,649082.2,20,67.12805560000001,-163.74527780000003
215,FIRST LADIES NHS,351,"8,254",0.00%,OH,MW,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.46,203,40.797618,-81.37534099999998
216,HAMILTON GRANGE NMEM,352,"7,817",0.00%,NY,NE,0.11,0.93,0.0,1.04,0.0,0.0,0.0,1.04,228,40.8213537,-73.9473103
217,THOMAS STONE NHS,354,"6,351",0.00%,MD,NE,321.97,0.0,0.0,321.97,0.0,6.28,6.28,328.25,130,38.530233,-77.0360161
218,FREDERICK LAW OLMSTED NHS,356,"4,022",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
219,SAND CREEK MASSACRE NHS,357,"3,935",0.00%,CO,IM,2385.43,0.0,0.0,2385.43,640.0,9557.91,10197.91,12583.34,210,38.5447972,-102.50380009999999
220,NICODEMUS NHS,359,"2,681",0.00%,KS,MW,0.23,0.0,0.0,0.23,0.0,4.37,4.37,4.6,170,39.39323419999999,-99.6147017
221,EUGENE O'NEILL NHS,360,"2,593",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
