,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
12,STATUE OF LIBERTY NM,19,"3,833,288",1.36%,NY-NJ,NE,58.38,0.0,0.0,58.38,0.0,2.48,2.48,60.86,168,40.6892494,-74.04450039999998
13,INDEPENDENCE NHP,20,"3,751,007",1.33%,PA,NE,33.27,0.6,0.0,33.87,4.95,6.03,10.98,44.85,174,39.9495312,-75.14973189999998
14,YELLOWSTONE NP,21,"3,640,185",1.29%,ID-MT-WY,IM,2219789.13,0.0,0.0,2219789.13,0.0,1.58,1.58,2219790.71,206,44.427963,-110.58845500000001
15,COLONIAL NHP,22,"3,459,965",1.23%,VA,NE,8048.82,556.47,0.0,8605.29,68.83,2.79,71.62,8676.91,41,37.229133700000006,-76.50390329999998
16,OLYMPIC NP,26,"2,844,563",1.01%,WA,PW,913376.5,64.88,100.0,913541.38,8749.47,359.14,9108.61,922649.99,97,47.8021067,-123.6043524
17,GRAND TETON NP,27,"2,669,374",0.95%,WY,IM,272751.26,8.85,34984.62,307744.73,1379.66,919.97,2299.63,310044.36,6,43.7904282,-110.68176270000001
18,ZION NP,28,"2,665,972",0.95%,UT,IM,143068.03,0.0,0.0,143068.03,0.0,3529.37,3529.37,146597.4,128,37.298202200000006,-113.02630049999999
19,ACADIA NP,29,"2,504,208",0.89%,ME,NE,35700.47,10649.58,21.8,46371.85,50.22,1033.18,1083.4,47455.25,21,44.3385559,-68.27333459999998
20,CUYAHOGA VALLEY NP,30,"2,492,670",0.89%,OH,MW,18440.16,1321.13,0.0,19761.29,8201.58,4892.64,13094.22,32855.51,69,41.2808248,-81.56781199999998
21,THOMAS JEFFERSON MEM,33,"2,305,856",0.82%,DC,NC,18.36,0.0,0.0,18.36,0.0,0.0,0.0,18.36,161,38.88138060000001,-77.0364536
22,GLACIER NP,35,"2,200,048",0.78%,MT,IM,1012834.31,70.28,0.0,1012904.59,2.51,415.26,417.77,1013322.36,177,48.7596128,-113.7870225
23,CAPE HATTERAS NS,36,"2,193,292",0.78%,NC,SE,24470.1,0.0,5880.0,30350.1,0.0,0.55,0.55,30350.65,186,35.2426424,-75.5392755
24,GLEN CANYON NRA,38,"2,124,467",0.76%,AZ-UT,IM,1238621.99,0.0,1141.85,1239763.84,14352.78,0.0,14352.78,1254116.62,3,37.3867256,-110.84242569999999
25,ASSATEAGUE ISLAND NS,39,"2,106,090",0.75%,MD-VA 2/,NE,8983.42,101.82,9842.69,18927.93,22389.33,2.78,22392.11,41320.04,101,38.0607973,-75.2362382
26,POINT REYES NS,40,"2,067,271",0.73%,CA,PW,64856.5,42.98,334.87,65234.35,2696.98,3097.08,5794.06,71028.41,157,38.0722909,-122.881743
27,BOSTON NHP,41,"2,060,497",0.73%,MA,NE,37.46,0.0,0.0,37.46,5.09,0.77,5.86,43.32,176,42.373162,-71.056834
28,ROCK CREEK PARK,42,"1,883,457",0.67%,DC,NC,1755.21,0.0,0.0,1755.21,0.0,0.0,0.0,1755.21,50,38.937563899999994,-77.0479223
29,VALLEY FORGE NHP,43,"1,617,511",0.58%,PA,NE,3145.73,29.13,0.0,3174.86,218.03,74.81,292.84,3467.7,217,40.1017506,-75.446922
30,AMISTAD NRA,44,"1,574,322",0.56%,TX,IM,57292.44,0.0,0.0,57292.44,0.0,1207.56,1207.56,58500.0,48,29.495577500000003,-100.99526850000001
31,JOSHUA TREE NP,47,"1,434,976",0.51%,CA,PW,775234.51,0.0,25.4,775259.91,2572.74,12803.09,15375.83,790635.74,154,33.873415,-115.9009923
32,LAKE ROOSEVELT NRA,51,"1,324,074",0.47%,WA 1/,PW,331.31,0.0,100059.0,100390.31,0.0,0.0,0.0,100390.31,229,48.1011309,-118.24663899999999
33,HOT SPRINGS NP,53,"1,311,807",0.47%,AR,MW,4938.46,0.0,0.0,4938.46,345.81,265.48,611.29,5549.75,57,34.521691499999996,-93.0423545
34,SAN ANTONIO MISSIONS NHP,54,"1,304,690",0.46%,TX,IM,390.77,69.68,0.0,460.45,179.09,186.38,365.47,825.92,72,29.361157000000002,-98.478431
35,HAWAII VOLCANOES NP,55,"1,304,667",0.46%,HI 3/,PW,323431.38,0.0,0.0,323431.38,0.0,0.0,0.0,323431.38,52,19.419369699999997,-155.2884969
36,BRYCE CANYON NP,56,"1,285,492",0.46%,UT,IM,35832.58,0.0,0.0,35832.58,0.0,2.5,2.5,35835.08,1,37.593037700000004,-112.1870895
37,SLEEPING BEAR DUNES NL,57,"1,280,932",0.46%,MI,MW,56632.67,709.95,1.85,57344.47,12067.03,1880.4,13947.43,71291.9,187,44.8734043,-86.0466574
38,CHICKASAW NRA,58,"1,253,637",0.45%,OK,IM,9695.79,9.2,189.14,9894.13,4.5,0.0,4.5,9898.63,90,34.461543299999995,-97.0064043
39,SHENANDOAH NP,59,"1,253,386",0.45%,VA,NE,197442.12,798.47,0.0,198240.59,72.11,787.01,859.12,199099.71,135,38.29275579999999,-78.67958359999999
40,HALEAKALA NP,64,"1,105,606",0.39%,HI,PW,33222.45,0.0,0.0,33222.45,0.15,0.0,0.15,33222.6,89,20.7096921,-156.25351469999998
41,SAN JUAN NHS,65,"1,105,252",0.39%,PR,SE,53.2,0.0,0.0,53.2,21.93,0.0,21.93,75.13,193,18.4686841,-66.1207495
42,MINUTE MAN NHP,66,"1,073,748",0.38%,MA,NE,783.24,7.47,6.78,797.49,125.53,103.79,229.32,1026.81,103,42.457997799999994,-71.32152049999998
43,GETTYSBURG NMP,67,"1,031,554",0.37%,PA,NE,4284.52,591.11,0.01,4875.64,43.2,1070.25,1113.45,5989.09,25,39.813249400000004,-77.23373199999999
44,ARCHES NP,68,"1,014,405",0.36%,UT,IM,76545.95,0.0,0.0,76545.95,133.03,0.0,133.03,76678.98,159,38.733081,-109.5925139
45,SEQUOIA NP,69,"1,002,979",0.36%,CA,PW,403887.57,15.36,0.0,403902.93,4.46,155.61,160.07,404063.0,77,36.48636679999999,-118.56575159999998
46,DEATH VALLEY NP,72,"984,775",0.35%,CA-NV,PW,3323890.39,0.0,80.0,3323970.39,38863.53,10208.16,49071.69,3373042.08,126,36.5053891,-117.0794078
47,BADLANDS NP,73,"977,778",0.35%,SD,MW,110498.24,122324.0,0.0,232822.24,39.24,9894.46,9933.7,242755.94,133,43.8553804,-102.3396912
48,CURECANTI NRA,74,"969,549",0.34%,CO 1/,IM,0.0,1.38,41971.04,41972.42,0.0,0.0,0.0,41972.42,51,38.465746100000004,-107.1666799
49,CANAVERAL NS,75,"966,099",0.34%,FL,SE,17735.69,0.0,39912.0,57647.69,0.0,14.0,14.0,57661.69,164,28.789536,-80.75637540000001
50,WHITE HOUSE,76,"922,335",0.33%,DC,NC,18.07,0.0,0.0,18.07,0.0,0.0,0.0,18.07,153,38.8976763,-77.0365298
51,CUMBERLAND GAP NHP,77,"918,746",0.33%,KY-TN-VA,SE,23441.79,185.61,0.0,23627.4,10.06,6.21,16.27,23643.67,62,36.6039715,-83.67296999999999
52,EVERGLADES NP,78,"915,538",0.33%,FL 8/,SE,1399199.48,0.0,0.0,1399199.48,0.0,285.82,285.82,1399485.3,83,25.2866155,-80.89865089999998
53,LAKE MEREDITH NRA,80,"883,586",0.31%,TX,IM,43964.63,0.0,1013.0,44977.63,0.0,0.0,0.0,44977.63,87,35.6438165,-101.58630579999999
54,MUIR WOODS NM,81,"834,356",0.30%,CA,PW,522.98,0.0,0.0,522.98,30.57,0.0,30.57,553.55,120,37.8970199,-122.58111770000001
55,CANYON DE CHELLY NM,82,"827,247",0.29%,AZ,IM,0.0,0.0,0.0,0.0,0.0,83840.0,83840.0,83840.0,173,36.1336111,-109.46944440000001
56,SALEM MARITIME NHS,83,"806,506",0.29%,MA,NE,8.93,0.0,0.0,8.93,0.0,0.09,0.09,9.02,78,42.521316299999995,-70.8866429
57,CABRILLO NM,88,"763,140",0.27%,CA,PW,159.94,0.0,0.0,159.94,0.0,0.0,0.0,159.94,209,32.673542600000005,-117.24251909999998
58,SAGUARO NP,89,"717,614",0.26%,AZ,IM,87512.43,13.64,0.0,87526.07,2998.71,915.09,3913.8,91439.87,7,32.2967359,-111.166615
59,CASTILLO DE SAN MARCOS NM,90,"708,549",0.25%,FL,SE,18.92,0.0,0.0,18.92,0.06,0.01,0.07,18.99,166,29.89786179999999,-81.31151870000002
60,ROSS LAKE NRA,91,"682,736",0.24%,WA,PW,115959.59,0.0,0.0,115959.59,1609.37,5.63,1615.0,117574.59,13,48.69987329999999,-121.01983659999999
61,PETRIFIED FOREST NP,94,"664,725",0.24%,AZ,IM,109001.98,0.0,0.0,109001.98,36145.87,76473.0,112618.87,221620.85,18,34.909989700000004,-109.8067916
62,CAPITOL REEF NP,95,"662,661",0.24%,UT,IM,241234.29,0.0,0.0,241234.29,669.97,0.0,669.97,241904.26,85,38.3669703,-111.26150420000002
63,FORD'S THEATRE NHS,96,"662,298",0.24%,DC,NC,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,54,38.89667,-77.0256687
64,WASHINGTON MONUMENT,99,"628,665",0.22%,DC,NC,101.01,0.0,5.0,106.01,0.0,0.0,0.0,106.01,82,38.8894838,-77.0352791
65,FIRE ISLAND NS,103,"613,057",0.22%,NY,NE,3090.44,3151.51,0.0,6241.95,12422.73,915.61,13338.34,19580.29,115,40.6553691,-73.10343069999998
66,PADRE ISLAND NS,104,"612,716",0.22%,TX,IM,130355.46,0.0,0.0,130355.46,78.81,0.0,78.81,130434.27,36,27.4241558,-97.2991836
67,MANASSAS NBP,105,"612,490",0.22%,VA,NC,4390.82,22.33,0.0,4413.15,0.0,660.02,660.02,5073.17,15,38.8134115,-77.52216779999998
68,KINGS CANYON NP,108,"598,205",0.21%,CA,PW,461846.05,0.0,0.0,461846.05,0.0,55.15,55.15,461901.2,212,36.88785479999999,-118.55514769999999
69,VICKSBURG NMP,109,"581,459",0.21%,MS-LA,SE,1737.01,2.55,0.0,1739.56,4.84,50.61,55.45,1795.01,22,32.3548532,-90.8452588
70,MONTEZUMA CASTLE NM,110,"578,554",0.21%,AZ,IM,842.44,0.0,0.0,842.44,0.0,16.83,16.83,859.27,12,34.6115755,-111.83498540000001
71,WIND CAVE NP,111,"577,141",0.21%,SD,MW,28291.31,0.0,0.0,28291.31,0.0,0.0,0.0,28291.31,145,43.6045811,-103.42134329999999
72,MESA VERDE NP,113,"559,712",0.20%,CO,IM,52215.63,0.0,0.0,52215.63,41.01,228.53,269.54,52485.17,68,37.2308729,-108.4618335
73,LOWELL NHP,114,"540,475",0.19%,MA,NE,10.62,21.04,0.0,31.66,4.46,105.17,109.63,141.29,221,42.6472093,-71.30956239999998
74,CAPE LOOKOUT NS,115,"530,181",0.19%,NC,SE,13915.7,11243.4,14.52,25173.62,3048.16,21.58,3069.74,28243.36,106,34.6227474,-76.52462070000001
75,CEDAR BREAKS NM,116,"525,831",0.19%,UT,IM,6154.6,0.0,0.0,6154.6,0.0,0.0,0.0,6154.6,94,37.6359544,-112.84502479999999
76,PICTURED ROCKS NL,118,"499,281",0.18%,MI,MW,35667.56,21.3,40.0,35728.86,13939.75,23567.22,37506.97,73235.83,14,46.56143839999999,-86.3213064
77,MAMMOTH CAVE NP,119,"497,225",0.18%,KY,SE,52003.24,0.0,0.0,52003.24,814.75,12.2,826.95,52830.19,28,37.18699779999999,-86.100528
78,VIRGIN ISLANDS NP,120,"493,477",0.18%,VI,SE,12733.77,3.0,0.0,12736.77,134.07,1865.91,1999.98,14736.75,113,18.3424047,-64.74857589999999
79,WRIGHT BROTHERS NMEM,121,"476,200",0.17%,NC,SE,421.81,0.0,0.0,421.81,6.63,0.0,6.63,428.44,214,36.017318700000004,-75.6692094
80,WHITE SANDS NM,122,"470,921",0.17%,NM,IM,141209.24,0.0,2524.01,143733.25,0.0,0.0,0.0,143733.25,140,32.3823687,-106.49065259999999
81,BISCAYNE NP,123,"467,612",0.17%,FL,SE,170976.68,0.0,26.13,171002.81,1587.05,381.25,1968.3,172971.11,95,25.4824229,-80.20831030000002
82,CRATER LAKE NP,124,"448,319",0.16%,OR,PW,183223.77,0.0,0.0,183223.77,0.0,0.28,0.28,183224.05,112,42.868441100000005,-122.16847849999999
83,DEVILS TOWER NM,126,"436,200",0.16%,WY,IM,1346.91,0.0,0.0,1346.91,0.0,0.0,0.0,1346.91,117,44.5902098,-104.7146168
84,CANYONLANDS NP,127,"435,908",0.15%,UT,IM,337269.4,301.03,0.0,337570.43,27.4,0.0,27.4,337597.83,185,38.3268693,-109.87825919999999
85,COLORADO NM,128,"433,561",0.15%,CO,IM,20533.93,0.0,0.0,20533.93,0.0,0.0,0.0,20533.93,93,39.0575219,-108.6938999
86,CARLSBAD CAVERNS NP,129,"428,524",0.15%,NM,IM,46427.26,0.0,0.0,46427.26,0.0,339.19,339.19,46766.45,73,32.1478553,-104.5567138
87,REDWOOD NP,131,"418,820",0.15%,CA,PW,77467.27,29.36,319.59,77816.22,34648.31,153.72,34802.03,112618.25,8,41.213178799999994,-124.00462749999998
88,GOVERNORS ISLAND NM,133,"409,207",0.15%,NY,NE,22.27,0.01,0.0,22.28,0.0,0.5,0.5,22.78,27,40.691987899999994,-74.01599499999998
89,ANTIETAM NB,134,"393,957",0.14%,MD,NC,1991.36,751.4,0.0,2742.76,20.98,466.63,487.61,3230.37,231,39.46874520000001,-77.7387923
90,VANDERBILT MANSION NHS,136,"390,525",0.14%,NY,NE,211.65,0.0,0.0,211.65,0.0,0.0,0.0,211.65,9,41.7963461,-73.9423869
91,LASSEN VOLCANIC NP,139,"384,570",0.14%,CA,PW,106368.14,0.0,0.0,106368.14,0.0,84.19,84.19,106452.33,2,40.497659999999996,-121.42065520000001
92,BIG BEND NP,141,"372,330",0.13%,TX,IM,775273.38,0.0,0.0,775273.38,2606.87,23282.96,25889.83,801163.21,102,29.1274869,-103.2425379
93,LINCOLN HOME NHS,142,"354,125",0.13%,IL,MW,12.03,0.0,0.0,12.03,0.0,0.21,0.21,12.24,92,39.7973533,-89.64492539999998
94,SHILOH NMP,146,"317,046",0.11%,TN-MS,SE,4290.02,0.0,0.0,4290.02,80.32,1594.1,1674.42,5964.44,144,35.142936999999996,-88.34084990000001
95,KENAI FJORDS NP,150,"297,596",0.11%,AK,A,601495.86,0.0,0.0,601495.86,19302.0,49185.79,68487.79,669983.65,129,59.69222219999999,-150.6155555
96,MORRISTOWN NHP,154,"278,392",0.10%,NJ,NE,1704.74,0.95,0.0,1705.69,0.0,5.03,5.03,1710.72,111,40.7648452,-74.53168070000001
97,CHANNEL ISLANDS NP,156,"277,515",0.10%,CA,PW,69425.66,0.0,9592.96,79018.62,124554.15,45988.23,170542.38,249561.0,88,33.996073700000004,-119.7691632
98,GREENBELT PARK,158,"270,661",0.10%,MD,NC,1105.79,0.0,0.0,1105.79,58.3,11.33,69.63,1175.42,182,38.983031,-76.90114270000001
99,HARPERS FERRY NHP,159,"268,822",0.10%,MD-VA-WV,NC,3150.73,53.67,267.46,3471.86,60.32,128.55,188.87,3660.73,107,39.3228225,-77.72920719999998
100,DE SOTO NMEM,160,"265,406",0.09%,FL,SE,24.78,0.0,0.0,24.78,0.0,5.22,5.22,30.0,37,27.5222794,-82.6445936
101,SAN JUAN ISLAND NHP,162,"263,370",0.09%,WA,PW,2045.45,0.0,0.0,2045.45,26.54,0.0,26.54,2071.99,169,48.4550358,-122.97730659999999
102,BIGHORN CANYON NRA,164,"258,637",0.09%,MT-WY,IM,47986.04,889.89,19614.94,68490.87,1392.29,50413.06,51805.35,120296.22,61,45.3109005,-107.9359118
103,VOYAGEURS NP,165,"253,891",0.09%,MN,MW,133044.41,0.0,139.03,133183.44,83913.42,1113.52,85026.94,218210.38,125,48.4840955,-92.8270873
104,PISCATAWAY PARK,166,"248,314",0.09%,MD,NC,1772.85,2817.72,0.0,4590.57,0.0,35.8,35.8,4626.37,16,38.690893,-77.070737
105,BANDELIER NM,168,"234,896",0.08%,NM,IM,32831.44,0.0,0.0,32831.44,0.0,845.23,845.23,33676.67,40,35.7646658,-106.3228338
106,COWPENS NB,170,"226,868",0.08%,SC,SE,790.9,0.0,0.0,790.9,46.63,4.03,50.66,841.56,74,35.1367361,-81.8181625
107,CHAMIZAL NMEM,171,"226,535",0.08%,TX,IM,54.9,0.0,0.0,54.9,0.0,0.0,0.0,54.9,132,31.767143800000003,-106.4542166
108,WUPATKI NM,172,"221,083",0.08%,AZ,IM,35401.73,20.4,0.0,35422.13,0.0,0.0,0.0,35422.13,152,35.5584745,-111.375095
109,WAR IN THE PACIFIC NHP,173,"219,349",0.08%,GUAM,PW,957.52,0.0,0.0,957.52,871.67,207.79,1079.46,2036.98,58,13.4737049,144.7090803
110,ORGAN PIPE CACTUS NM,177,"209,602",0.07%,AZ,IM,329114.5,24.42,226.37,329365.29,1280.0,43.57,1323.57,330688.86,223,32.087759600000005,-112.90588020000001
111,NATCHEZ NHP,178,"206,870",0.07%,MS,SE,85.5,0.0,0.0,85.5,5.42,17.3,22.72,108.22,194,31.559982,-91.405937
112,DINOSAUR NM,180,"197,812",0.07%,CO-UT,IM,203031.38,2654.16,0.0,205685.54,50.96,4541.05,4592.01,210277.55,59,40.4927109,-108.9416357
113,NEZ PERCE NHP,181,"193,000",0.07%,MT-ID-OR-WA,PW,1968.18,1252.75,5.12,3226.05,261.2,1082.42,1343.62,4569.67,139,46.4475305,-116.8227368
114,SITKA NHP,184,"189,176",0.07%,AK,A,63.58,47.92,0.0,111.5,0.57,0.06,0.63,112.13,218,57.0489056,-135.3159583
115,SAINT CROIX NSR,185,"188,400",0.07%,MN-WI,MW,20263.56,11188.29,804.44,32256.29,30679.45,4533.47,35212.92,67469.21,175,45.416208700000006,-92.6467858
116,STONES RIVER NB,186,"187,559",0.07%,TN,SE,647.21,0.0,0.0,647.21,13.07,49.19,62.26,709.47,205,35.8731131,-86.43468999999997
117,FEDERAL HALL NMEM,189,"178,749",0.06%,NY,NE,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.45,216,40.7073993,-74.0102088
118,PETERSBURG NB,192,"175,553",0.06%,VA,NE,2656.14,0.12,1.17,2657.43,0.0,82.29,82.29,2739.72,118,37.2438545,-77.3568983
119,APOSTLE ISLANDS NL,195,"156,945",0.06%,WI,MW,42160.65,0.0,0.0,42160.65,27206.7,4.54,27211.24,69371.89,213,46.9302046,-90.6333321
120,HERBERT HOOVER NHS,196,"142,512",0.05%,IA,MW,181.11,0.0,0.0,181.11,4.59,1.1,5.69,186.8,134,41.6689744,-91.3477571
121,CORONADO NMEM,200,"136,284",0.05%,AZ,IM,4609.88,0.0,138.34,4748.22,0.0,2.0,2.0,4750.22,222,31.3458652,-110.25377549999999
122,EL MALPAIS NM,202,"134,662",0.05%,NM,IM,109931.62,0.0,0.0,109931.62,402.37,3942.96,4345.33,114276.95,208,34.9002575,-107.9942365
123,SCOTTS BLUFF NM,203,"133,795",0.05%,NE,MW,2951.23,0.27,0.0,2951.5,5.95,47.36,53.31,3004.81,121,41.8391527,-103.7115457
124,LAVA BEDS NM,205,"130,765",0.05%,CA,PW,46559.87,0.0,0.0,46559.87,0.0,0.0,0.0,46559.87,196,41.758837,-121.52666409999998
125,RICHMOND NBP,206,"130,415",0.05%,VA,NE,2224.55,2.56,0.0,2227.11,2.48,4901.04,4903.52,7130.63,219,37.535554,-77.44578100000001
126,WALNUT CANYON NM,209,"126,552",0.04%,AZ,IM,3251.42,0.0,0.0,3251.42,0.0,277.84,277.84,3529.26,110,35.1717266,-111.50927539999999
127,LINCOLN BOYHOOD NMEM,210,"126,228",0.04%,IN,MW,180.81,0.0,0.0,180.81,10.94,7.9,18.84,199.65,195,38.11391629999999,-86.99694140000001
128,ANDERSONVILLE NHS,211,"121,535",0.04%,GA,SE,499.88,1.0,0.0,500.88,7.89,5.84,13.73,514.61,124,32.2002948,-84.1303207
129,CONGAREE NP,212,"121,208",0.04%,SC,SE,25586.76,0.0,0.0,25586.76,0.0,525.55,525.55,26112.31,119,33.794800099999996,-80.78209620000001
130,TIMPANOGOS CAVE NM,213,"120,241",0.04%,UT,IM,250.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,191,40.4405549,-111.7094462
131,GENERAL GRANT NMEM,214,"119,665",0.04%,NY,NE,0.76,0.0,0.0,0.76,0.0,0.0,0.0,0.76,204,40.8134045,-73.9630671
132,CHRISTIANSTED NHS,216,"117,214",0.04%,VI,SE,26.24,0.0,0.0,26.24,0.91,0.0,0.91,27.15,98,17.7471645,-64.7021636
133,AFRICAN BURIAL GROUND NM,217,"117,113",0.04%,NY,NE,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.35,202,40.7145049,-74.0043973
134,PEA RIDGE NMP,219,"115,128",0.04%,AR,MW,4278.75,0.0,0.0,4278.75,21.6,0.0,21.6,4300.35,190,36.443765500000005,-94.025807
135,GRAND PORTAGE NM,220,"113,996",0.04%,MN,MW,709.97,0.0,0.0,709.97,0.0,0.0,0.0,709.97,31,47.9607126,-89.68658609999999
136,GAULEY RIVER NRA,224,"107,223",0.04%,WV,NE,4421.72,17.48,43.36,4482.56,989.83,6087.26,7077.09,11559.65,24,38.208965500000005,-81.01473
137,PETROGLYPH NM,225,"105,643",0.04%,NM,IM,2933.59,0.0,190.89,3124.48,2927.97,1480.07,4408.04,7532.52,215,35.13678170000001,-106.7405057
138,STEAMTOWN NHS,226,"104,855",0.04%,PA,NE,51.29,0.0,0.0,51.29,10.55,0.64,11.19,62.48,4,41.40790579999999,-75.6720114
139,RAINBOW BRIDGE NM,227,"104,501",0.04%,UT,IM,160.0,0.0,0.0,160.0,0.0,0.0,0.0,160.0,65,37.0774203,-110.964382
140,JEWEL CAVE NM,229,"103,462",0.04%,SD,MW,1273.51,0.0,0.0,1273.51,0.0,0.0,0.0,1273.51,34,43.7303594,-103.8290512
141,TUZIGOOT NM,230,"103,274",0.04%,AZ,IM,366.42,15.11,0.0,381.53,0.0,430.36,430.36,811.89,109,34.768777899999996,-112.0268895
142,JOHNSTOWN FLOOD NMEM,231,"100,799",0.04%,PA,NE,166.12,1.24,0.0,167.36,5.55,5.2,10.75,178.11,220,40.328007899999996,-78.92043840000001
143,NATURAL BRIDGES NM,232,"95,676",0.03%,UT,IM,7620.49,16.0,0.0,7636.49,0.0,0.0,0.0,7636.49,17,37.604056,-110.0052043
144,CUMBERLAND ISLAND NS,235,"91,996",0.03%,GA,SE,18866.37,1.63,656.92,19524.92,13820.15,3001.76,16821.91,36346.83,38,30.8659411,-81.45052940000001
145,NAVAJO NM,236,"90,696",0.03%,AZ,IM,360.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,42,35.900012100000005,-109.0339832
146,GREAT BASIN NP,237,"88,870",0.03%,NV,PW,77180.0,0.0,0.0,77180.0,0.0,0.0,0.0,77180.0,44,38.98333299999999,-114.3
147,CARL SANDBURG HOME NHS,238,"86,740",0.03%,NC,SE,263.52,0.0,0.0,263.52,0.0,0.13,0.13,263.65,142,35.2714108,-82.44724709999998
148,DEVILS POSTPILE NM,241,"80,349",0.03%,CA,PW,798.46,0.0,0.0,798.46,0.0,0.0,0.0,798.46,66,37.625106200000005,-119.0849506
149,NEW ORLEANS JAZZ NHP,242,"80,195",0.03%,LA,SE,0.0,0.0,0.0,0.0,5.13,0.0,5.13,5.13,104,29.958455800000003,-90.06078959999998
150,EFFIGY MOUNDS NM,243,"79,783",0.03%,IA,MW,2526.39,0.0,0.0,2526.39,0.0,0.0,0.0,2526.39,116,43.089214,-91.20064190000001
151,PIPESTONE NM,244,"78,108",0.03%,MN,MW,281.78,0.0,0.0,281.78,0.0,0.0,0.0,281.78,197,44.01364909999999,-96.3247472
152,CASA GRANDE RUINS NM,245,"77,347",0.03%,AZ,IM,472.5,0.0,0.0,472.5,0.0,0.0,0.0,472.5,181,32.995458899999996,-111.53552820000002
153,MANZANAR NHS,246,"76,592",0.03%,CA,PW,813.81,0.0,0.0,813.81,0.0,0.0,0.0,813.81,30,36.72722879999999,-118.1527894
154,ADAMS NHP,248,"73,339",0.03%,MA,NE,9.17,0.0,0.0,9.17,4.0,10.65,14.65,23.82,230,42.25235319999999,-71.00398220000001
155,HORSESHOE BEND NMP,252,"67,776",0.02%,AL,SE,2040.0,0.0,0.0,2040.0,0.0,0.0,0.0,2040.0,105,32.97832229999999,-85.73100759999998
156,FLORISSANT FOSSIL BEDS NM,254,"65,422",0.02%,CO,IM,5992.32,0.0,0.0,5992.32,5.77,0.0,5.77,5998.09,114,38.9136173,-105.28540759999998
157,JIMMY CARTER NHS,255,"64,849",0.02%,GA,SE,36.81,8.81,1.92,47.54,0.0,24.67,24.67,72.21,60,32.0365107,-84.3925979
158,NINETY SIX NHS,257,"63,747",0.02%,SC,SE,1021.94,0.0,0.0,1021.94,0.0,0.0,0.0,1021.94,162,34.146721899999996,-82.0235684
159,SARATOGA NHP,258,"63,719",0.02%,NY,NE,2884.55,2.04,0.0,2886.59,93.35,414.26,507.61,3394.2,180,43.01230820000001,-73.6488883
160,THOMAS EDISON NHP,259,"63,009",0.02%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
