,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
36,AMISTAD NRA,55,"1,367,502",0.48%,TX,IM,57292.44,0.0,0.0,57292.44,0.0,1207.56,1207.56,58500.0,48,29.495577500000003,-100.99526850000001
37,HOT SPRINGS NP,56,"1,302,505",0.46%,AR,MW,4937.97,0.0,0.0,4937.97,345.81,265.48,611.29,5549.26,57,34.521691499999996,-93.0423545
38,SAN JUAN NHS,57,"1,279,814",0.45%,PR,SE,53.2,0.0,0.0,53.2,21.93,0.0,21.93,75.13,193,18.4686841,-66.1207495
39,SHENANDOAH NP,58,"1,210,200",0.43%,VA,NE,197442.12,798.47,0.0,198240.59,72.11,787.01,859.12,199099.71,135,38.29275579999999,-78.67958359999999
40,EVERGLADES NP,60,"1,141,906",0.40%,FL 6/,SE,1400253.48,0.0,0.0,1400253.48,0.0,285.82,285.82,1400539.3,83,25.2866155,-80.89865089999998
41,GETTYSBURG NMP,62,"1,126,577",0.40%,PA,NE,4390.85,605.65,0.01,4996.51,43.21,949.52,992.73,5989.24,25,39.813249400000004,-77.23373199999999
42,SEQUOIA NP,63,"1,106,584",0.39%,CA,PW,403892.03,15.36,0.0,403907.39,0.0,155.24,155.24,404062.63,77,36.48636679999999,-118.56575159999998
43,HALEAKALA NP,64,"1,094,668",0.39%,HI,PW,33264.47,0.0,0.0,33264.47,0.15,0.0,0.15,33264.62,89,20.7096921,-156.25351469999998
44,ARCHES NP,67,"1,070,577",0.38%,UT,IM,76545.95,0.0,0.0,76545.95,133.03,0.0,133.03,76678.98,159,38.733081,-109.5925139
45,MINUTE MAN NHP,70,"1,001,207",0.35%,MA,NE,786.68,7.47,6.78,800.93,125.53,100.35,225.88,1026.81,103,42.457997799999994,-71.32152049999998
46,CANAVERAL NS,71,"994,430",0.35%,FL,SE,17735.69,0.0,39912.0,57647.69,0.0,14.0,14.0,57661.69,164,28.789536,-80.75637540000001
47,DEATH VALLEY NP,72,"984,568",0.35%,CA-NV,PW,3324289.08,0.0,80.0,3324369.08,38863.53,9830.13,48693.66,3373062.74,126,36.5053891,-117.0794078
48,MUIR WOODS NM,74,"972,331",0.34%,CA,PW,522.98,0.0,0.0,522.98,30.57,0.0,30.57,553.55,120,37.8970199,-122.58111770000001
49,BADLANDS NP,76,"883,406",0.31%,SD,MW,110658.24,122324.0,0.0,232982.24,39.24,9734.46,9773.7,242755.94,133,43.8553804,-102.3396912
50,CABRILLO NM,78,"877,951",0.31%,CA,PW,159.94,0.0,0.0,159.94,0.0,0.0,0.0,159.94,209,32.673542600000005,-117.24251909999998
51,CURECANTI NRA,79,"862,612",0.31%,CO 1/,IM,1122.3,1.38,41971.04,43094.72,0.0,0.0,0.0,43094.72,51,38.465746100000004,-107.1666799
52,CUMBERLAND GAP NHP,82,"853,998",0.30%,KY-TN-VA,SE,24344.95,185.61,0.0,24530.56,10.06,6.21,16.27,24546.83,62,36.6039715,-83.67296999999999
53,CANYON DE CHELLY NM,84,"828,523",0.29%,AZ,IM,0.0,0.0,0.0,0.0,0.0,83840.0,83840.0,83840.0,173,36.1336111,-109.46944440000001
54,SALEM MARITIME NHS,86,"756,038",0.27%,MA,NE,8.93,0.0,0.0,8.93,0.0,0.09,0.09,9.02,78,42.521316299999995,-70.8866429
55,ROSS LAKE NRA,88,"742,200",0.26%,WA,PW,115959.59,0.0,0.0,115959.59,1609.37,5.63,1615.0,117574.59,13,48.69987329999999,-121.01983659999999
56,CASTILLO DE SAN MARCOS NM,89,"727,243",0.26%,FL,SE,19.31,0.0,0.0,19.31,0.06,0.01,0.07,19.38,166,29.89786179999999,-81.31151870000002
57,FORD'S THEATRE NHS,91,"701,542",0.25%,DC,NC,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,54,38.89667,-77.0256687
58,CAPITOL REEF NP,93,"673,345",0.24%,UT,IM,241234.29,0.0,0.0,241234.29,669.97,0.0,669.97,241904.26,85,38.3669703,-111.26150420000002
59,PETRIFIED FOREST NP,94,"664,857",0.24%,AZ,IM,113182.47,0.0,0.0,113182.47,35900.69,72331.43,108232.12,221414.59,18,34.909989700000004,-109.8067916
60,WHITE HOUSE,95,"656,949",0.23%,DC,NC,18.07,0.0,0.0,18.07,0.0,0.0,0.0,18.07,153,38.8976763,-77.0365298
61,SAGUARO NP,98,"634,286",0.22%,AZ,IM,87512.43,13.64,0.0,87526.07,2998.71,917.64,3916.35,91442.42,7,32.2967359,-111.166615
62,CEDAR BREAKS NM,99,"631,809",0.22%,UT,IM,6154.6,0.0,0.0,6154.6,0.0,0.0,0.0,6154.6,94,37.6359544,-112.84502479999999
63,SAN ANTONIO MISSIONS NHP,100,"614,810",0.22%,TX,IM,390.77,69.68,0.0,460.45,180.03,183.72,363.75,824.2,72,29.361157000000002,-98.478431
64,MANASSAS NBP,101,"600,354",0.21%,VA,NC,4400.58,22.33,0.0,4422.91,0.0,650.33,650.33,5073.24,15,38.8134115,-77.52216779999998
65,PICTURED ROCKS NL,104,"593,587",0.21%,MI,MW,35667.56,21.3,40.0,35728.86,13939.75,23567.22,37506.97,73235.83,14,46.56143839999999,-86.3213064
66,KINGS CANYON NP,105,"591,033",0.21%,CA,PW,461846.05,0.0,0.0,461846.05,0.0,55.15,55.15,461901.2,212,36.88785479999999,-118.55514769999999
67,SHILOH NMP,106,"587,620",0.21%,TN-MS,SE,4819.61,0.0,0.0,4819.61,81.82,1074.72,1156.54,5976.15,144,35.142936999999996,-88.34084990000001
68,PADRE ISLAND NS,107,"573,855",0.20%,TX,IM,130355.46,0.0,0.0,130355.46,78.81,0.0,78.81,130434.27,36,27.4241558,-97.2991836
69,VICKSBURG NMP,108,"573,262",0.20%,MS-LA,SE,1747.68,-0.95,0.0,1746.73,4.84,50.61,55.45,1802.18,22,32.3548532,-90.8452588
70,LOWELL NHP,111,"537,551",0.19%,MA,NE,10.62,21.04,0.0,31.66,4.46,105.17,109.63,141.29,221,42.6472093,-71.30956239999998
71,WIND CAVE NP,112,"529,083",0.19%,SD,MW,33847.08,0.0,0.0,33847.08,0.0,0.0,0.0,33847.08,145,43.6045811,-103.42134329999999
72,ANTIETAM NB,113,"510,921",0.18%,MD,NC,1991.36,751.4,0.0,2742.76,20.98,466.63,487.61,3230.37,231,39.46874520000001,-77.7387923
73,MAMMOTH CAVE NP,114,"508,054",0.18%,KY,SE,52003.24,0.0,0.0,52003.24,814.75,12.2,826.95,52830.19,28,37.18699779999999,-86.100528
74,LAKE MEREDITH NRA,115,"502,457",0.18%,TX,IM,43964.63,0.0,1013.0,44977.63,0.0,0.0,0.0,44977.63,87,35.6438165,-101.58630579999999
75,BISCAYNE NP,117,"495,613",0.18%,FL,SE,170976.68,0.0,26.13,171002.81,1587.05,381.25,1968.3,172971.11,95,25.4824229,-80.20831030000002
76,MESA VERDE NP,118,"488,860",0.17%,CO,IM,52253.29,0.0,0.0,52253.29,41.01,190.87,231.88,52485.17,68,37.2308729,-108.4618335
77,VIRGIN ISLANDS NP,119,"483,341",0.17%,VI,SE,13026.41,3.0,0.0,13029.41,133.48,1787.76,1921.24,14950.65,113,18.3424047,-64.74857589999999
78,FIRE ISLAND NS,120,"483,334",0.17%,NY,NE,3090.44,3151.51,0.0,6241.95,12422.73,915.74,13338.47,19580.42,115,40.6553691,-73.10343069999998
79,CAPE LOOKOUT NS,121,"480,294",0.17%,NC,SE,13915.7,11243.4,14.52,25173.62,3048.16,21.58,3069.74,28243.36,106,34.6227474,-76.52462070000001
80,WRIGHT BROTHERS NMEM,122,"466,816",0.17%,NC,SE,421.81,0.0,0.0,421.81,6.63,0.0,6.63,428.44,214,36.017318700000004,-75.6692094
81,MONTEZUMA CASTLE NM,123,"455,305",0.16%,AZ,IM,842.44,0.0,0.0,842.44,0.0,16.83,16.83,859.27,12,34.6115755,-111.83498540000001
82,COLORADO NM,124,"454,510",0.16%,CO,IM,20533.93,0.0,0.0,20533.93,0.0,2.46,2.46,20536.39,93,39.0575219,-108.6938999
83,CANYONLANDS NP,126,"452,952",0.16%,UT,IM,337269.4,301.03,0.0,337570.43,27.4,0.0,27.4,337597.83,185,38.3268693,-109.87825919999999
84,WHITE SANDS NM,127,"447,385",0.16%,NM,IM,141209.24,0.0,2524.01,143733.25,0.0,0.0,0.0,143733.25,140,32.3823687,-106.49065259999999
85,CRATER LAKE NP,128,"447,251",0.16%,OR,PW,183223.77,0.0,0.0,183223.77,0.0,0.28,0.28,183224.05,112,42.868441100000005,-122.16847849999999
86,DE SOTO NMEM,130,"432,981",0.15%,FL,SE,24.78,0.0,0.0,24.78,0.0,5.22,5.22,30.0,37,27.5222794,-82.6445936
87,VANDERBILT MANSION NHS,132,"423,107",0.15%,NY,NE,211.65,0.0,0.0,211.65,0.0,0.0,0.0,211.65,9,41.7963461,-73.9423869
88,DEVILS TOWER NM,134,"416,994",0.15%,WY,IM,1346.91,0.0,0.0,1346.91,0.0,0.0,0.0,1346.91,117,44.5902098,-104.7146168
89,LASSEN VOLCANIC NP,135,"407,653",0.14%,CA,PW,106448.11,0.0,0.0,106448.11,0.0,4.22,4.22,106452.33,2,40.497659999999996,-121.42065520000001
90,CARLSBAD CAVERNS NP,139,"381,058",0.13%,NM,IM,46427.26,0.0,0.0,46427.26,0.0,339.19,339.19,46766.45,73,32.1478553,-104.5567138
91,REDWOOD NP,142,"352,517",0.12%,CA,PW,77459.63,29.36,317.51,77806.5,61086.14,151.22,61237.36,139043.86,8,41.213178799999994,-124.00462749999998
92,GOVERNORS ISLAND NM,143,"348,249",0.12%,NY,NE,22.27,0.01,0.0,22.28,0.0,0.5,0.5,22.78,27,40.691987899999994,-74.01599499999998
93,ADAMS NHP,145,"336,031",0.12%,MA,NE,9.17,0.0,0.0,9.17,4.0,10.65,14.65,23.82,230,42.25235319999999,-71.00398220000001
94,DINOSAUR NM,150,"302,858",0.11%,CO-UT,IM,203031.38,2654.16,0.0,205685.54,50.96,4546.81,4597.77,210283.31,59,40.4927109,-108.9416357
95,LINCOLN HOME NHS,151,"295,464",0.10%,IL,MW,12.03,0.0,0.0,12.03,0.0,0.21,0.21,12.24,92,39.7973533,-89.64492539999998
96,MORRISTOWN NHP,152,"294,606",0.10%,NJ,NE,1704.74,0.95,0.0,1705.69,0.0,5.03,5.03,1710.72,111,40.7648452,-74.53168070000001
97,BIG BEND NP,153,"292,055",0.10%,TX,IM,775273.38,0.0,0.0,775273.38,2606.87,23282.96,25889.83,801163.21,102,29.1274869,-103.2425379
98,KENAI FJORDS NP,157,"281,279",0.10%,AK,A,602900.86,0.0,0.0,602900.86,19302.0,47780.79,67082.79,669983.65,129,59.69222219999999,-150.6155555
99,HARPERS FERRY NHP,162,"263,105",0.09%,MD-VA-WV,NC,3151.77,53.67,338.97,3544.41,60.32,65.68,126.0,3670.41,107,39.3228225,-77.72920719999998
100,SAN JUAN ISLAND NHP,164,"261,139",0.09%,WA,PW,2045.45,0.0,0.0,2045.45,26.54,74.02,100.56,2146.01,169,48.4550358,-122.97730659999999
101,STONES RIVER NB,165,"260,537",0.09%,TN,SE,647.21,0.0,0.0,647.21,13.07,49.19,62.26,709.47,205,35.8731131,-86.43468999999997
102,WAR IN THE PACIFIC NHP,166,"255,923",0.09%,GUAM,PW,957.52,0.0,0.0,957.52,871.67,207.79,1079.46,2036.98,58,13.4737049,144.7090803
103,CHANNEL ISLANDS NP,169,"249,594",0.09%,CA,PW,69425.66,0.0,9592.96,79018.62,124554.15,45988.23,170542.38,249561.0,88,33.996073700000004,-119.7691632
104,BIGHORN CANYON NRA,170,"245,831",0.09%,MT-WY,IM,47986.04,889.89,19614.94,68490.87,1392.29,50413.06,51805.35,120296.22,61,45.3109005,-107.9359118
105,NEZ PERCE NHP,171,"233,093",0.08%,MT-ID-OR-WA,PW,2008.18,1845.33,5.12,3858.63,261.2,445.1,706.3,4564.93,139,46.4475305,-116.8227368
106,COWPENS NB,172,"231,973",0.08%,SC,SE,790.9,0.0,0.0,790.9,46.63,4.03,50.66,841.56,74,35.1367361,-81.8181625
107,SAINT CROIX NSR,174,"221,028",0.08%,MN-WI,MW,20264.13,11188.25,804.44,32256.82,30679.45,4533.47,35212.92,67469.74,175,45.416208700000006,-92.6467858
108,VOYAGEURS NP,175,"214,841",0.08%,MN,MW,133047.14,0.0,139.03,133186.17,83903.18,1110.8,85013.98,218200.15,125,48.4840955,-92.8270873
109,WUPATKI NM,178,"201,365",0.07%,AZ,IM,35401.73,20.4,0.0,35422.13,0.0,0.0,0.0,35422.13,152,35.5584745,-111.375095
110,SITKA NHP,181,"195,157",0.07%,AK,A,61.97,49.53,0.0,111.5,0.57,0.06,0.63,112.13,218,57.0489056,-135.3159583
111,PETERSBURG NB,184,"188,426",0.07%,VA,NE,2656.14,0.12,1.17,2657.43,0.0,82.29,82.29,2739.72,118,37.2438545,-77.3568983
112,NATCHEZ NHP,186,"184,551",0.07%,MS,SE,85.98,0.0,0.0,85.98,5.02,17.3,22.32,108.3,194,31.559982,-91.405937
113,LAVA BEDS NM,187,"181,429",0.06%,CA,PW,46674.49,0.0,17.93,46692.42,0.0,0.0,0.0,46692.42,196,41.758837,-121.52666409999998
114,NEW ORLEANS JAZZ NHP,188,"177,909",0.06%,LA,SE,0.0,0.0,0.0,0.0,5.13,0.0,5.13,5.13,104,29.958455800000003,-90.06078959999998
115,FEDERAL HALL NMEM,193,"167,146",0.06%,NY,NE,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.45,216,40.7073993,-74.0102088
116,APOSTLE ISLANDS NL,194,"163,419",0.06%,WI,MW,42160.65,0.0,0.0,42160.65,27211.24,0.0,27211.24,69371.89,213,46.9302046,-90.6333321
117,ORGAN PIPE CACTUS NM,195,"161,743",0.06%,AZ,IM,329114.5,24.42,226.37,329365.29,1280.0,43.57,1323.57,330688.86,223,32.087759600000005,-112.90588020000001
118,RICHMOND NBP,197,"156,952",0.06%,VA,NE,2228.55,2.56,0.0,2231.11,2.48,4721.98,4724.46,6955.57,219,37.535554,-77.44578100000001
119,BANDELIER NM,199,"150,289",0.05%,NM,IM,32831.44,0.0,0.0,32831.44,0.0,845.23,845.23,33676.67,40,35.7646658,-106.3228338
120,GREENBELT PARK,202,"145,552",0.05%,MD,NC,1105.79,0.0,0.0,1105.79,58.3,11.33,69.63,1175.42,182,38.983031,-76.90114270000001
121,LINCOLN BOYHOOD NMEM,209,"133,550",0.05%,IN,MW,180.81,0.0,0.0,180.81,10.94,7.9,18.84,199.65,195,38.11391629999999,-86.99694140000001
122,PEA RIDGE NMP,210,"131,907",0.05%,AR,MW,4278.75,0.0,0.0,4278.75,21.6,0.0,21.6,4300.35,190,36.443765500000005,-94.025807
123,HERBERT HOOVER NHS,211,"128,812",0.05%,IA,MW,181.11,0.0,0.0,181.11,4.59,1.1,5.69,186.8,134,41.6689744,-91.3477571
124,CHRISTIANSTED NHS,212,"126,962",0.04%,VI,SE,26.24,0.0,0.0,26.24,0.91,0.0,0.91,27.15,98,17.7471645,-64.7021636
125,PISCATAWAY PARK,214,"124,107",0.04%,MD,NC,1772.85,2817.72,0.0,4590.57,0.0,35.8,35.8,4626.37,16,38.690893,-77.070737
126,JOHNSTOWN FLOOD NMEM,215,"123,081",0.04%,PA,NE,167.77,1.24,0.0,169.01,5.55,3.2,8.75,177.76,220,40.328007899999996,-78.92043840000001
127,ANDERSONVILLE NHS,216,"122,883",0.04%,GA,SE,499.88,1.0,0.0,500.88,7.89,5.84,13.73,514.61,124,32.2002948,-84.1303207
128,SCOTTS BLUFF NM,217,"122,515",0.04%,NE,MW,2951.23,0.27,0.0,2951.5,5.95,47.36,53.31,3004.81,121,41.8391527,-103.7115457
129,PETROGLYPH NM,219,"119,444",0.04%,NM,IM,2933.9,0.0,190.89,3124.79,3972.39,111.98,4084.37,7209.16,215,35.13678170000001,-106.7405057
130,TIMPANOGOS CAVE NM,220,"118,764",0.04%,UT,IM,250.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,191,40.4405549,-111.7094462
131,GAULEY RIVER NRA,221,"115,283",0.04%,WV,NE,4421.72,61.18,43.36,4526.26,989.83,6043.56,7033.39,11559.65,24,38.208965500000005,-81.01473
132,EL MALPAIS NM,222,"114,678",0.04%,NM,IM,109946.76,0.0,0.0,109946.76,402.37,3964.74,4367.11,114313.87,208,34.9002575,-107.9942365
133,WALNUT CANYON NM,224,"110,748",0.04%,AZ,IM,3251.42,0.0,0.0,3251.42,0.0,277.84,277.84,3529.26,110,35.1717266,-111.50927539999999
134,CONGAREE NP,225,"109,685",0.04%,SC,SE,26020.66,0.0,0.0,26020.66,0.0,525.55,525.55,26546.21,119,33.794800099999996,-80.78209620000001
135,JEWEL CAVE NM,226,"109,300",0.04%,SD,MW,1273.51,0.0,0.0,1273.51,0.0,0.0,0.0,1273.51,34,43.7303594,-103.8290512
136,STEAMTOWN NHS,228,"106,309",0.04%,PA,NE,51.29,0.0,0.0,51.29,10.55,0.64,11.19,62.48,4,41.40790579999999,-75.6720114
137,CHAMIZAL NMEM,229,"104,148",0.04%,TX,IM,54.9,0.0,0.0,54.9,0.0,0.0,0.0,54.9,132,31.767143800000003,-106.4542166
138,CORONADO NMEM,232,"97,579",0.03%,AZ,IM,4827.19,0.0,1.03,4828.22,0.0,2.0,2.0,4830.22,222,31.3458652,-110.25377549999999
139,TUZIGOOT NM,233,"97,388",0.03%,AZ,IM,366.42,15.11,0.0,381.53,0.0,430.36,430.36,811.89,109,34.768777899999996,-112.0268895
140,GREAT BASIN NP,234,"94,850",0.03%,NV,PW,77180.0,0.0,0.0,77180.0,0.0,0.0,0.0,77180.0,44,38.98333299999999,-114.3
141,CARL SANDBURG HOME NHS,235,"93,429",0.03%,NC,SE,263.52,0.0,0.0,263.52,0.0,0.13,0.13,263.65,142,35.2714108,-82.44724709999998
142,GRAND PORTAGE NM,236,"93,156",0.03%,MN,MW,709.97,0.0,0.0,709.97,0.0,0.0,0.0,709.97,31,47.9607126,-89.68658609999999
143,GENERAL GRANT NMEM,237,"92,418",0.03%,NY,NE,0.76,0.0,0.0,0.76,0.0,0.0,0.0,0.76,204,40.8134045,-73.9630671
144,NATURAL BRIDGES NM,238,"89,011",0.03%,UT,IM,7620.49,16.0,0.0,7636.49,0.0,0.0,0.0,7636.49,17,37.604056,-110.0052043
145,DEVILS POSTPILE NM,239,"87,845",0.03%,CA,PW,798.46,0.0,0.0,798.46,0.0,0.0,0.0,798.46,66,37.625106200000005,-119.0849506
146,MOORES CREEK NB,242,"79,345",0.03%,NC,SE,85.35,2.4,0.0,87.75,0.0,0.0,0.0,87.75,55,34.457789700000006,-78.109585
147,EFFIGY MOUNDS NM,243,"78,540",0.03%,IA,MW,2526.39,0.0,0.0,2526.39,0.0,0.0,0.0,2526.39,116,43.089214,-91.20064190000001
148,AFRICAN BURIAL GROUND NM,245,"77,624",0.03%,NY,NE,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.35,202,40.7145049,-74.0043973
149,PIPESTONE NM,246,"76,030",0.03%,MN,MW,281.78,0.0,0.0,281.78,0.0,0.0,0.0,281.78,197,44.01364909999999,-96.3247472
150,MINUTEMAN MISSILE NHS,247,"75,654",0.03%,SD,MW,10.57,0.78,0.0,11.35,0.0,3.65,3.65,15.0,43,43.844547,-101.9011854
151,RAINBOW BRIDGE NM,248,"75,214",0.03%,UT,IM,160.0,0.0,0.0,160.0,0.0,0.0,0.0,160.0,65,37.0774203,-110.964382
152,NINETY SIX NHS,250,"73,044",0.03%,SC,SE,1021.94,0.0,0.0,1021.94,0.0,0.0,0.0,1021.94,162,34.146721899999996,-82.0235684
153,MANZANAR NHS,251,"72,831",0.03%,CA,PW,813.81,0.0,0.0,813.81,0.0,0.0,0.0,813.81,30,36.72722879999999,-118.1527894
154,JIMMY CARTER NHS,252,"69,940",0.02%,GA,SE,36.81,8.81,1.92,47.54,0.0,24.67,24.67,72.21,60,32.0365107,-84.3925979
155,CASA GRANDE RUINS NM,253,"68,631",0.02%,AZ,IM,472.5,0.0,0.0,472.5,0.0,0.0,0.0,472.5,181,32.995458899999996,-111.53552820000002
156,FLORISSANT FOSSIL BEDS NM,257,"62,637",0.02%,CO,IM,5992.32,0.0,0.0,5992.32,5.77,0.0,5.77,5998.09,114,38.9136173,-105.28540759999998
157,CUMBERLAND ISLAND NS,258,"61,493",0.02%,GA,SE,18866.37,1.63,656.92,19524.92,13820.15,3001.76,16821.91,36346.83,38,30.8659411,-81.45052940000001
158,WHITMAN MISSION NHS,259,"60,785",0.02%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
159,DRY TORTUGAS NP,260,"60,550",0.02%,FL,SE,61481.22,0.0,0.0,61481.22,3220.0,0.0,3220.0,64701.22,76,24.628477,-82.87318739999998
160,KALAUPAPA NHP,262,"58,875",0.02%,HI,PW,22.88,0.0,0.0,22.88,10684.0,72.0,10756.0,10778.88,26,21.1924062,-156.9665093
