,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
161,HORSESHOE BEND NMP,263,"58,668",0.02%,AL,SE,2040.0,0.0,0.0,2040.0,0.0,0.0,0.0,2040.0,105,32.97832229999999,-85.73100759999998
162,NAVAJO NM,264,"58,219",0.02%,AZ,IM,360.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,42,35.900012100000005,-109.0339832
163,SARATOGA NHP,265,"57,688",0.02%,NY,NE,2908.96,2.04,0.0,2911.0,68.94,414.26,483.2,3394.2,180,43.01230820000001,-73.6488883
164,ELEANOR ROOSEVELT NHS,267,"55,049",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
165,PIPE SPRING NM,268,"54,692",0.02%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
166,FREDERICK DOUGLASS NHS,269,"53,314",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
167,EISENHOWER NHS,270,"53,286",0.02%,PA,NE,687.37,3.09,0.0,690.46,0.0,0.0,0.0,690.46,192,39.79391079999999,-77.26331590000001
168,HOPEWELL FURNACE NHS,271,"52,870",0.02%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
169,THOMAS EDISON NHP,272,"52,554",0.02%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
170,ROGER WILLIAMS NMEM,274,"51,944",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
171,TONTO NM,275,"51,881",0.02%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
172,ANDREW JOHNSON NHS,276,"51,261",0.02%,TN,SE,16.68,0.0,0.0,16.68,0.0,0.0,0.0,16.68,86,36.1627802,-82.8294485
173,RIVER RAISIN NBP,277,"50,667",0.02%,MI,MW,42.18,0.0,0.0,42.18,0.0,0.0,0.0,42.18,35,41.9112005,-83.37672649999998
174,CAPULIN VOLCANO NM,278,"48,710",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
175,MONOCACY NB,279,"47,249",0.02%,MD,NC,1354.87,195.37,0.0,1550.24,51.82,44.95,96.77,1647.01,179,39.3725838,-77.39898199999998
176,PECOS NHP,280,"45,568",0.02%,NM,IM,6358.16,33.35,0.0,6391.51,19.39,291.86,311.25,6702.76,155,35.549232399999994,-105.68844440000001
177,EL MORRO NM,281,"44,808",0.02%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
178,AZTEC RUINS NM,282,"44,744",0.02%,NM,IM,266.78,0.0,0.0,266.78,6.78,44.84,51.62,318.4,127,36.837208600000004,-108.00009299999999
179,CHARLES PINCKNEY NHS,283,"44,314",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
180,CHIRICAHUA NM,285,"41,159",0.01%,AZ,IM,11132.38,0.0,850.0,11982.38,0.0,2.35,2.35,11984.73,198,32.0135714,-109.3422953
181,LAKE CHELAN NRA,286,"40,830",0.01%,WA,PW,59339.59,11.83,0.0,59351.42,2209.93,388.13,2598.06,61949.48,80,48.352344,-120.68557709999999
182,ARKANSAS POST NMEM,288,"39,703",0.01%,AR,MW,649.91,0.0,14.0,663.91,0.0,93.6,93.6,757.51,49,34.0210974,-91.34788509999998
183,HOPEWELL CULTURE NHP,289,"39,462",0.01%,OH,MW,1016.54,8.05,0.0,1024.59,0.11,740.56,740.67,1765.26,81,39.376106400000005,-83.00650970000001
184,CHACO CULTURE NHP,291,"39,044",0.01%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
185,HAMPTON NHS,293,"37,529",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
186,JOHN MUIR NHS,294,"37,403",0.01%,CA,PW,338.3,0.0,0.0,338.3,3.9,1.94,5.84,344.14,227,37.99216759999999,-122.13097040000001
187,BLUESTONE NSR,295,"36,842",0.01%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
188,BIG HOLE NB,298,"35,207",0.01%,MT,PW,655.61,0.0,0.0,655.61,0.0,355.0,355.0,1010.61,151,45.6413441,-113.6434203
189,TUMACACORI NHP,299,"35,158",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
190,FRIENDSHIP HILL NHS,300,"34,289",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
191,HARRY S TRUMAN NHS,304,"31,316",0.01%,MO,MW,10.49,0.0,0.0,10.49,0.0,0.0,0.0,10.49,225,39.093754,-94.4233898
192,BUCK ISLAND REEF NM,306,"30,436",0.01%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
193,WOMEN'S RIGHTS NHP,308,"29,585",0.01%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
194,KOBUK VALLEY NP,309,"29,550",0.01%,AK,A,1713653.28,5.0,0.0,1713658.28,966.0,36091.88,37057.88,1750716.16,0,67.33561970000001,-159.1243161
195,CANE RIVER CREOLE NHP,312,"28,310",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
196,NORTH CASCADES NP,313,"26,935",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
197,HOVENWEEP NM,314,"26,710",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
198,BENT'S OLD FORT NHS,315,"25,815",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
199,CLARA BARTON NHS,316,"25,347",0.01%,MD,NC,8.59,0.0,0.0,8.59,0.0,0.0,0.0,8.59,188,38.967247799999996,-77.14078099999998
200,CAPE KRUSENSTERN NM,318,"24,950",0.01%,AK,A,616679.04,10072.84,0.0,626751.88,353.0,22019.65,22372.65,649124.53,20,67.12805560000001,-163.74527780000003
201,TUSKEGEE INSTITUTE NHS,320,"24,030",0.01%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
202,TUSKEGEE AIRMEN NHS,322,"23,716",0.01%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
203,MARTIN VAN BUREN NHS,324,"22,062",0.01%,NY,NE,44.53,7.64,0.0,52.17,0.24,232.52,232.76,284.93,201,42.36978250000001,-73.70417420000001
204,RUSSELL CAVE NM,327,"20,954",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
205,SAGAMORE HILL NHS,328,"20,097",0.01%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
206,EDGAR ALLAN POE NHS,330,"19,104",0.01%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
207,GRANT-KOHRS RANCH NHS,334,"17,095",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.45,126.92,1618.38,33,46.406069,-112.736682
208,FOSSIL BUTTE NM,335,"17,084",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
209,SPRINGFIELD ARMORY NHS,336,"16,978",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
210,ISLE ROYALE NP,337,"16,663",0.01%,MI,MW,539281.87,0.0,0.0,539281.87,32508.24,0.0,32508.24,571790.11,148,47.9958654,-88.9092899
211,HAMILTON GRANGE NMEM,338,"16,358",0.01%,NY,NE,0.11,0.93,0.0,1.04,0.0,0.0,0.0,1.04,228,40.8213537,-73.9473103
212,AGATE FOSSIL BEDS NM,342,"11,824",0.00%,NE,MW,2270.33,459.75,0.0,2730.08,24.43,303.36,327.79,3057.87,10,42.425210299999996,-103.7342402
213,SAUGUS IRON WORKS NHS,344,"11,611",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
214,WASHITA BATTLEFIELD NHS,346,"10,615",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
215,FIRST LADIES NHS,348,"9,903",0.00%,OH,MW,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.46,203,40.797618,-81.37534099999998
216,FREDERICK LAW OLMSTED NHS,351,"8,668",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
217,THOMAS STONE NHS,355,"6,426",0.00%,MD,NE,321.97,0.0,0.0,321.97,0.0,6.28,6.28,328.25,130,38.530233,-77.0360161
218,SAND CREEK MASSACRE NHS,357,"4,384",0.00%,CO,IM,2385.43,0.0,0.0,2385.43,640.0,9557.91,10197.91,12583.34,210,38.5447972,-102.50380009999999
219,NICODEMUS NHS,358,"3,505",0.00%,KS,MW,0.22,0.0,0.0,0.22,0.0,4.37,4.37,4.59,170,39.39323419999999,-99.6147017
220,EUGENE O'NEILL NHS,360,"2,789",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
