,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
157,HAMILTON GRANGE NMEM,252,"85,603",0.03%,NY,NE,0.11,0.93,0.0,1.04,0.0,0.71,0.71,1.75,228,40.8213537,-73.9473103
158,ROGER WILLIAMS NMEM,256,"80,970",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
159,FREDERICK DOUGLASS NHS,259,"76,569",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
160,KALAUPAPA NHP,260,"76,512",0.02%,HI,PW,22.88,0.0,0.0,22.88,10684.0,72.0,10756.0,10778.88,26,21.1924062,-156.9665093
161,PIPESTONE NM,261,"76,486",0.02%,MN,MW,281.78,0.0,0.0,281.78,0.0,0.0,0.0,281.78,197,44.01364909999999,-96.3247472
162,CASA GRANDE RUINS NM,262,"75,583",0.02%,AZ,IM,472.5,0.0,0.0,472.5,0.0,0.0,0.0,472.5,181,32.995458899999996,-111.53552820000002
163,HORSESHOE BEND NMP,263,"74,255",0.02%,AL,SE,2040.0,0.0,0.0,2040.0,0.0,0.0,0.0,2040.0,105,32.97832229999999,-85.73100759999998
164,CARL SANDBURG HOME NHS,264,"72,777",0.02%,NC,SE,263.52,0.0,0.0,263.52,0.0,0.13,0.13,263.65,142,35.2714108,-82.44724709999998
165,OREGON CAVES NM & PRES,265,"72,212",0.02%,OR,PW,4554.03,0.0,0.0,4554.03,0.0,0.0,0.0,4554.03,150,42.095462,-123.40428840000001
166,FLORISSANT FOSSIL BEDS NM,266,"71,763",0.02%,CO,IM,5992.32,0.0,0.0,5992.32,5.77,0.0,5.77,5998.09,114,38.9136173,-105.28540759999998
167,NAVAJO NM,268,"68,785",0.02%,AZ,IM,360.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,42,35.900012100000005,-109.0339832
168,ELEANOR ROOSEVELT NHS,271,"67,621",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
169,EFFIGY MOUNDS NM,272,"67,006",0.02%,IA,MW,2526.39,0.0,0.0,2526.39,0.0,0.0,0.0,2526.39,116,43.089214,-91.20064190000001
170,CHIRICAHUA NM,273,"63,132",0.02%,AZ,IM,12022.38,0.0,0.0,12022.38,0.0,2.35,2.35,12024.73,198,32.0135714,-109.3422953
171,HOPEWELL CULTURE NHP,274,"62,413",0.02%,OH,MW,1138.3,8.05,0.0,1146.35,0.11,623.73,623.84,1770.19,81,39.376106400000005,-83.00650970000001
172,WOMEN'S RIGHTS NHP,275,"61,806",0.02%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
173,JIMMY CARTER NHS,279,"60,735",0.02%,GA,SE,36.81,8.81,1.92,47.54,0.0,24.67,24.67,72.21,60,32.0365107,-84.3925979
174,CAPULIN VOLCANO NM,281,"59,615",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
175,THOMAS EDISON NHP,282,"59,323",0.02%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
176,EL MORRO NM,283,"59,013",0.02%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
177,CHACO CULTURE NHP,284,"55,334",0.02%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
178,SAGAMORE HILL NHS,285,"55,186",0.02%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
179,DRY TORTUGAS NP,286,"54,281",0.02%,FL,SE,61481.22,0.0,0.0,61481.22,3220.0,0.0,3220.0,64701.22,76,24.628477,-82.87318739999998
180,ANDREW JOHNSON NHS,287,"53,998",0.02%,TN,SE,16.68,0.0,0.0,16.68,0.0,0.0,0.0,16.68,86,36.1627802,-82.8294485
181,CHARLES PINCKNEY NHS,288,"53,744",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
182,AZTEC RUINS NM,290,"52,756",0.02%,NM,IM,266.78,0.0,0.0,266.78,6.78,44.84,51.62,318.4,127,36.837208600000004,-108.00009299999999
183,CUMBERLAND ISLAND NS,291,"51,937",0.02%,GA,SE,18866.37,1.63,656.92,19524.92,13820.15,3001.76,16821.91,36346.83,38,30.8659411,-81.45052940000001
184,EISENHOWER NHS,293,"50,597",0.02%,PA,NE,687.37,3.09,0.0,690.46,0.0,0.0,0.0,690.46,192,39.79391079999999,-77.26331590000001
185,HOPEWELL FURNACE NHS,294,"49,306",0.01%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
186,WHITMAN MISSION NHS,295,"47,757",0.01%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
187,JOHN MUIR NHS,296,"46,876",0.01%,CA,PW,338.3,0.0,0.0,338.3,3.9,1.94,5.84,344.14,227,37.99216759999999,-122.13097040000001
188,TUMACACORI NHP,299,"46,308",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
189,HARRY S TRUMAN NHS,301,"45,435",0.01%,MO,MW,12.59,0.0,0.0,12.59,0.0,0.0,0.0,12.59,225,39.093754,-94.4233898
190,AFRICAN BURIAL GROUND NM,302,"43,182",0.01%,NY,NE,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.35,202,40.7145049,-74.0043973
191,TONTO NM,303,"40,898",0.01%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
192,NEW ORLEANS JAZZ NHP,304,"40,814",0.01%,LA,SE,0.0,0.0,0.0,0.0,5.13,0.0,5.13,5.13,104,29.958455800000003,-90.06078959999998
193,PECOS NHP,305,"40,650",0.01%,NM,IM,6405.68,0.0,0.0,6405.68,51.51,236.3,287.81,6693.49,155,35.549232399999994,-105.68844440000001
194,HOVENWEEP NM,306,"39,970",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
195,FRIENDSHIP HILL NHS,307,"39,377",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
196,TUSKEGEE AIRMEN NHS,308,"39,322",0.01%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
197,LAKE CHELAN NRA,309,"38,464",0.01%,WA,PW,59337.22,11.83,0.0,59349.05,2210.44,386.78,2597.22,61946.27,80,48.352344,-120.68557709999999
198,WEIR FARM NHS,310,"38,096",0.01%,CT,NE,68.05,0.0,0.0,68.05,0.0,6.15,6.15,74.2,147,41.2565181,-73.45640230000002
199,BIG HOLE NB,314,"36,717",0.01%,MT,PW,655.61,0.0,0.0,655.61,0.0,320.0,320.0,975.61,151,45.6413441,-113.6434203
200,ARKANSAS POST NMEM,315,"36,079",0.01%,AR,MW,649.91,0.0,14.0,663.91,0.0,93.6,93.6,757.51,49,34.0210974,-91.34788509999998
201,BUCK ISLAND REEF NM,317,"33,082",0.01%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
202,HAMPTON NHS,318,"32,327",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
203,AGATE FOSSIL BEDS NM,319,"32,038",0.01%,NE,MW,2270.33,459.75,0.0,2730.08,24.43,303.36,327.79,3057.87,10,42.425210299999996,-103.7342402
204,BLUESTONE NSR,320,"32,028",0.01%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
205,NORTH CASCADES NP,324,"30,326",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
206,CANE RIVER CREOLE NHP,325,"30,117",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
207,PIPE SPRING NM,327,"29,065",0.01%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
208,ISLE ROYALE NP,330,"28,196",0.01%,MI,MW,539281.91,0.0,0.0,539281.91,32508.39,0.0,32508.39,571790.3,148,47.9958654,-88.9092899
209,BENT'S OLD FORT NHS,331,"26,397",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
210,SPRINGFIELD ARMORY NHS,334,"25,109",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
211,RUSSELL CAVE NM,336,"24,377",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
212,GRANT-KOHRS RANCH NHS,337,"24,072",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.5,126.97,1618.43,33,46.406069,-112.736682
213,MARTIN VAN BUREN NHS,339,"22,023",0.01%,NY,NE,44.53,7.64,0.0,52.17,0.24,232.52,232.76,284.93,201,42.36978250000001,-73.70417420000001
214,FOSSIL BUTTE NM,340,"21,978",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
215,TUSKEGEE INSTITUTE NHS,342,"20,407",0.01%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
216,KEWEENAW NHP,344,"16,479",0.00%,MI,MW,135.78,0.0,0.0,135.78,0.0,1734.22,1734.22,1870.0,19,47.242309399999996,-88.44810600000001
217,KOBUK VALLEY NP,345,"15,500",0.00%,AK,A,1714413.42,5.0,0.0,1714418.42,966.0,35331.74,36297.74,1750716.16,0,67.33561970000001,-159.1243161
218,CAPE KRUSENSTERN NM,347,"15,000",0.00%,AK,A,617195.15,10033.51,0.0,627228.66,353.0,21514.49,21867.49,649096.15,20,67.12805560000001,-163.74527780000003
219,EDGAR ALLAN POE NHS,348,"14,878",0.00%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
220,FIRST LADIES NHS,350,"13,085",0.00%,OH,MW,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.46,203,40.797618,-81.37534099999998
221,SAUGUS IRON WORKS NHS,352,"12,256",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
222,WASHITA BATTLEFIELD NHS,354,"11,831",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
223,MINIDOKA NHS,357,"11,622",0.00%,ID,PW,299.79,88.51,0.0,388.3,8.0,0.0,8.0,396.3,100,42.6779139,-114.25120109999999
224,FREDERICK LAW OLMSTED NHS,358,"11,388",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
225,THOMAS STONE NHS,363,"10,250",0.00%,MD,NE,328.25,0.0,0.0,328.25,0.0,0.0,0.0,328.25,130,38.530233,-77.0360161
226,SAND CREEK MASSACRE NHS,367,"6,535",0.00%,CO,IM,3025.43,0.0,0.0,3025.43,0.0,9557.91,9557.91,12583.34,210,38.5447972,-102.50380009999999
227,EUGENE O'NEILL NHS,368,"3,931",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
228,NICODEMUS NHS,369,"2,916",0.00%,KS,MW,0.22,1.42,0.0,1.64,12.93,2.95,15.88,17.52,170,39.39323419999999,-99.6147017
